SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Accuracy
HumanS60-3-2	Kneaddata	Human	Single	10%	60G	0.999752098
HumanS60-3-3	Kneaddata	Human	Single	10%	60G	0.999754484
HumanS60-3-4	Kneaddata	Human	Single	10%	60G	0.999751536
HumanS60-3-5	Kneaddata	Human	Single	10%	60G	0.999753671
HumanS60-3-1	BWA	Human	Single	10%	60G	0.999882638
HumanS60-3-2	BWA	Human	Single	10%	60G	0.999756067
HumanS60-3-3	BWA	Human	Single	10%	60G	0.999810444
HumanS60-3-4	BWA	Human	Single	10%	60G	0.999871409
HumanS60-3-5	BWA	Human	Single	10%	60G	0.999881414
HumanS60-3-1	Bowtie2	Human	Single	10%	60G	0.999789183
HumanS60-3-2	Bowtie2	Human	Single	10%	60G	0.99976388
HumanS60-3-3	Bowtie2	Human	Single	10%	60G	0.999766677
HumanS60-3-4	Bowtie2	Human	Single	10%	60G	0.999703644
HumanS60-3-5	Bowtie2	Human	Single	10%	60G	0.999770302
HumanS60-3-1	Kraken2	Human	Single	10%	60G	0.999243193
HumanS60-3-2	Kraken2	Human	Single	10%	60G	0.999138235
HumanS60-3-3	Kraken2	Human	Single	10%	60G	0.99920867
HumanS60-3-4	Kraken2	Human	Single	10%	60G	0.999185562
HumanS60-3-5	Kraken2	Human	Single	10%	60G	0.998787078
HumanS60-3-1	KMCP	Human	Single	10%	60G	0.978960341
HumanS60-3-2	KMCP	Human	Single	10%	60G	0.979242337
HumanS60-3-3	KMCP	Human	Single	10%	60G	0.979207628
HumanS60-3-4	KMCP	Human	Single	10%	60G	0.979987771
HumanS60-3-5	KMCP	Human	Single	10%	60G	0.979471332
HumanS60-3-1	KrakenUniq	Human	Single	10%	60G	0.999806527
HumanS60-3-2	KrakenUniq	Human	Single	10%	60G	0.999803464
HumanS60-3-3	KrakenUniq	Human	Single	10%	60G	0.999805527
HumanS60-3-4	KrakenUniq	Human	Single	10%	60G	0.999803423
HumanS60-3-5	KrakenUniq	Human	Single	10%	60G	0.99980435
HumanM10-1-1	Kneaddata	Human	Multiple	90%	10G	0.999769195
HumanM10-1-2	Kneaddata	Human	Multiple	90%	10G	0.999973149
HumanM10-1-3	Kneaddata	Human	Multiple	90%	10G	0.999946299
HumanM10-1-4	Kneaddata	Human	Multiple	90%	10G	0.999973099
HumanM10-1-5	Kneaddata	Human	Multiple	90%	10G	0.999965649
HumanM10-1-1	BWA	Human	Multiple	90%	10G	0.999782345
HumanM10-1-2	BWA	Human	Multiple	90%	10G	0.998993627
HumanM10-1-3	BWA	Human	Multiple	90%	10G	0.997949228
HumanM10-1-4	BWA	Human	Multiple	90%	10G	0.999937474
HumanM10-1-5	BWA	Human	Multiple	90%	10G	0.999984
HumanM10-1-1	Bowtie2	Human	Multiple	90%	10G	0.998008454
HumanM10-1-2	Bowtie2	Human	Multiple	90%	10G	0.997873151
HumanM10-1-3	Bowtie2	Human	Multiple	90%	10G	0.997878776
HumanM10-1-4	Bowtie2	Human	Multiple	90%	10G	0.997329089
HumanM10-1-5	Bowtie2	Human	Multiple	90%	10G	0.997925952
HumanM10-1-1	Kraken2	Human	Multiple	90%	10G	0.983926705
HumanM10-1-2	Kraken2	Human	Multiple	90%	10G	0.983218189
HumanM10-1-3	Kraken2	Human	Multiple	90%	10G	0.984094184
HumanM10-1-4	Kraken2	Human	Multiple	90%	10G	0.984074134
HumanM10-1-5	Kraken2	Human	Multiple	90%	10G	0.979245273
HumanM10-1-1	KMCP	Human	Multiple	90%	10G	0.810468691
HumanM10-1-2	KMCP	Human	Multiple	90%	10G	0.813313706
HumanM10-1-3	KMCP	Human	Multiple	90%	10G	0.812911797
HumanM10-1-4	KMCP	Human	Multiple	90%	10G	0.819885657
HumanM10-1-5	KMCP	Human	Multiple	90%	10G	0.81520685
HumanM10-1-1	KrakenUniq	Human	Multiple	90%	10G	0.999784745
HumanM10-1-2	KrakenUniq	Human	Multiple	90%	10G	0.9999928
HumanM10-1-3	KrakenUniq	Human	Multiple	90%	10G	0.999968249
HumanM10-1-4	KrakenUniq	Human	Multiple	90%	10G	0.99999535
HumanM10-1-5	KrakenUniq	Human	Multiple	90%	10G	0.9999852
HumanM10-2-1	Kneaddata	Human	Multiple	50%	10G	0.998874074
HumanM10-2-2	Kneaddata	Human	Multiple	50%	10G	0.999864847
HumanM10-2-3	Kneaddata	Human	Multiple	50%	10G	0.999734794
HumanM10-2-4	Kneaddata	Human	Multiple	50%	10G	0.999866897
HumanM10-2-5	Kneaddata	Human	Multiple	50%	10G	0.999830846
HumanM10-2-1	BWA	Human	Multiple	50%	10G	0.998935876
HumanM10-2-2	BWA	Human	Multiple	50%	10G	0.997971229
HumanM10-2-3	BWA	Human	Multiple	50%	10G	0.991087147
HumanM10-2-4	BWA	Human	Multiple	50%	10G	0.999186431
HumanM10-2-5	BWA	Human	Multiple	50%	10G	0.999924748
HumanM10-2-1	Bowtie2	Human	Multiple	50%	10G	0.998502966
HumanM10-2-2	Bowtie2	Human	Multiple	50%	10G	0.998817523
HumanM10-2-3	Bowtie2	Human	Multiple	50%	10G	0.998775922
HumanM10-2-4	Bowtie2	Human	Multiple	50%	10G	0.998518041
HumanM10-2-5	Bowtie2	Human	Multiple	50%	10G	0.998853974
HumanM10-2-1	Kraken2	Human	Multiple	50%	10G	0.990196401
HumanM10-2-2	Kraken2	Human	Multiple	50%	10G	0.990675562
HumanM10-2-3	Kraken2	Human	Multiple	50%	10G	0.991039496
HumanM10-2-4	Kraken2	Human	Multiple	50%	10G	0.991135073
HumanM10-2-5	Kraken2	Human	Multiple	50%	10G	0.988448387
HumanM10-2-1	KMCP	Human	Multiple	50%	10G	0.894780101
HumanM10-2-2	KMCP	Human	Multiple	50%	10G	0.896191633
HumanM10-2-3	KMCP	Human	Multiple	50%	10G	0.896023429
HumanM10-2-4	KMCP	Human	Multiple	50%	10G	0.899938119
HumanM10-2-5	KMCP	Human	Multiple	50%	10G	0.89736201
HumanM10-2-1	KrakenUniq	Human	Multiple	50%	10G	0.998954426
HumanM10-2-2	KrakenUniq	Human	Multiple	50%	10G	0.999971549
HumanM10-2-3	KrakenUniq	Human	Multiple	50%	10G	0.999844446
HumanM10-2-4	KrakenUniq	Human	Multiple	50%	10G	0.99998025
HumanM10-2-5	KrakenUniq	Human	Multiple	50%	10G	0.999931098
HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	0.997970753
HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	0.999756844
HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	0.999530589
HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	0.999761445
HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	0.999695393
HumanM10-3-1	BWA	Human	Multiple	10%	10G	0.998076956
HumanM10-3-2	BWA	Human	Multiple	10%	10G	0.997226086
HumanM10-3-3	BWA	Human	Multiple	10%	10G	0.98390163
HumanM10-3-4	BWA	Human	Multiple	10%	10G	0.99869052
HumanM10-3-5	BWA	Human	Multiple	10%	10G	0.999864622
HumanM10-3-1	Bowtie2	Human	Multiple	10%	10G	0.998980677
HumanM10-3-2	Bowtie2	Human	Multiple	10%	10G	0.999762845
HumanM10-3-3	Bowtie2	Human	Multiple	10%	10G	0.999667042
HumanM10-3-4	Bowtie2	Human	Multiple	10%	10G	0.999704993
HumanM10-3-5	Bowtie2	Human	Multiple	10%	10G	0.99976847
HumanM10-3-1	Kraken2	Human	Multiple	10%	10G	0.996424918
HumanM10-3-2	Kraken2	Human	Multiple	10%	10G	0.998087631
HumanM10-3-3	Kraken2	Human	Multiple	10%	10G	0.997995804
HumanM10-3-4	Kraken2	Human	Multiple	10%	10G	0.998194533
HumanM10-3-5	Kraken2	Human	Multiple	10%	10G	0.997684122
HumanM10-3-1	KMCP	Human	Multiple	10%	10G	0.978879264
HumanM10-3-2	KMCP	Human	Multiple	10%	10G	0.979215522
HumanM10-3-3	KMCP	Human	Multiple	10%	10G	0.979222972
HumanM10-3-4	KMCP	Human	Multiple	10%	10G	0.98001474
HumanM10-3-5	KMCP	Human	Multiple	10%	10G	0.979524179
HumanM10-3-1	KrakenUniq	Human	Multiple	10%	10G	0.998112307
HumanM10-3-2	KrakenUniq	Human	Multiple	10%	10G	0.999950849
HumanM10-3-3	KrakenUniq	Human	Multiple	10%	10G	0.999726794
HumanM10-3-4	KrakenUniq	Human	Multiple	10%	10G	0.999964699
HumanM10-3-5	KrakenUniq	Human	Multiple	10%	10G	0.999873997
HumanM30-1-1	Kneaddata	Human	Multiple	90%	30G	0.999773474
HumanM30-1-2	Kneaddata	Human	Multiple	90%	30G	0.999973749
HumanM30-1-3	Kneaddata	Human	Multiple	90%	30G	0.999947249
HumanM30-1-4	Kneaddata	Human	Multiple	90%	30G	0.999973312
HumanM30-1-5	Kneaddata	Human	Multiple	90%	30G	0.999965916
HumanM30-1-1	BWA	Human	Multiple	90%	30G	0.99965795
HumanM30-1-2	BWA	Human	Multiple	90%	30G	0.999575584
HumanM30-1-3	BWA	Human	Multiple	90%	30G	0.99827995
HumanM30-1-4	BWA	Human	Multiple	90%	30G	0.999820944
HumanM30-1-5	BWA	Human	Multiple	90%	30G	0.999980822
HumanM30-1-1	Bowtie2	Human	Multiple	90%	30G	0.998013215
HumanM30-1-2	Bowtie2	Human	Multiple	90%	30G	0.997861149
HumanM30-1-3	Bowtie2	Human	Multiple	90%	30G	0.997880785
HumanM30-1-4	Bowtie2	Human	Multiple	90%	30G	0.99732798
HumanM30-1-5	Bowtie2	Human	Multiple	90%	30G	0.997987434
HumanM30-1-1	Kraken2	Human	Multiple	90%	30G	0.983947788
HumanM30-1-2	Kraken2	Human	Multiple	90%	30G	0.983196938
HumanM30-1-3	Kraken2	Human	Multiple	90%	30G	0.984059551
HumanM30-1-4	Kraken2	Human	Multiple	90%	30G	0.984055551
HumanM30-1-5	Kraken2	Human	Multiple	90%	30G	0.980301984
HumanM30-1-1	KMCP	Human	Multiple	90%	30G	0.810481157
HumanM30-1-2	KMCP	Human	Multiple	90%	30G	0.813349285
HumanM30-1-3	KMCP	Human	Multiple	90%	30G	0.812868524
HumanM30-1-4	KMCP	Human	Multiple	90%	30G	0.819788516
HumanM30-1-5	KMCP	Human	Multiple	90%	30G	0.669325818
HumanM30-1-1	KrakenUniq	Human	Multiple	90%	30G	0.999788662
HumanM30-1-2	KrakenUniq	Human	Multiple	90%	30G	0.999993083
HumanM30-1-3	KrakenUniq	Human	Multiple	90%	30G	0.999967853
HumanM30-1-4	KrakenUniq	Human	Multiple	90%	30G	0.999995521
HumanM30-1-5	KrakenUniq	Human	Multiple	90%	30G	0.999980031
HumanM30-2-1	Kneaddata	Human	Multiple	50%	30G	0.998879141
HumanM30-2-2	Kneaddata	Human	Multiple	50%	30G	0.999864018
HumanM30-2-3	Kneaddata	Human	Multiple	50%	30G	0.999738911
HumanM30-2-4	Kneaddata	Human	Multiple	50%	30G	0.999867351
HumanM30-2-5	Kneaddata	Human	Multiple	50%	30G	0.999829621
HumanM30-2-1	BWA	Human	Multiple	50%	30G	0.998936569
HumanM30-2-2	BWA	Human	Multiple	50%	30G	0.998494643
HumanM30-2-3	BWA	Human	Multiple	50%	30G	0.990602368
HumanM30-2-4	BWA	Human	Multiple	50%	30G	0.999001592
HumanM30-2-5	BWA	Human	Multiple	50%	30G	0.999923967
HumanM30-2-1	Bowtie2	Human	Multiple	50%	30G	0.998498914
HumanM30-2-2	Bowtie2	Human	Multiple	50%	30G	0.99881639
HumanM30-2-3	Bowtie2	Human	Multiple	50%	30G	0.998770597
HumanM30-2-4	Bowtie2	Human	Multiple	50%	30G	0.998514643
HumanM30-2-5	Bowtie2	Human	Multiple	50%	30G	0.998851682
HumanM30-2-1	Kraken2	Human	Multiple	50%	30G	0.990187004
HumanM30-2-2	Kraken2	Human	Multiple	50%	30G	0.990658838
HumanM30-2-3	Kraken2	Human	Multiple	50%	30G	0.991027274
HumanM30-2-4	Kraken2	Human	Multiple	50%	30G	0.991136682
HumanM30-2-5	Kraken2	Human	Multiple	50%	30G	0.988459944
HumanM30-2-1	KMCP	Human	Multiple	50%	30G	0.894729338
HumanM30-2-2	KMCP	Human	Multiple	50%	30G	0.896252747
HumanM30-2-3	KMCP	Human	Multiple	50%	30G	0.896057743
HumanM30-2-4	KMCP	Human	Multiple	50%	30G	0.899919144
HumanM30-2-5	KMCP	Human	Multiple	50%	30G	0.897367752
HumanM30-2-1	KrakenUniq	Human	Multiple	50%	30G	0.998955497
HumanM30-2-2	KrakenUniq	Human	Multiple	50%	30G	0.99997227
HumanM30-2-3	KrakenUniq	Human	Multiple	50%	30G	0.999846434
HumanM30-2-4	KrakenUniq	Human	Multiple	50%	30G	0.999979854
HumanM30-2-5	KrakenUniq	Human	Multiple	50%	30G	0.999929332
HumanM30-3-1	Kneaddata	Human	Multiple	10%	30G	0.997979579
HumanM30-3-2	Kneaddata	Human	Multiple	10%	30G	0.999755828
HumanM30-3-3	Kneaddata	Human	Multiple	10%	30G	0.999528968
HumanM30-3-4	Kneaddata	Human	Multiple	10%	30G	0.999761724
HumanM30-3-5	Kneaddata	Human	Multiple	10%	30G	0.999695368
HumanM30-3-1	BWA	Human	Multiple	10%	30G	0.998083185
HumanM30-3-2	BWA	Human	Multiple	10%	30G	0.997857722
HumanM30-3-3	BWA	Human	Multiple	10%	30G	0.983603062
HumanM30-3-4	BWA	Human	Multiple	10%	30G	0.998128551
HumanM30-3-5	BWA	Human	Multiple	10%	30G	0.999864986
HumanM30-3-1	Bowtie2	Human	Multiple	10%	30G	0.998984195
HumanM30-3-2	Bowtie2	Human	Multiple	10%	30G	0.999758953
HumanM30-3-3	Bowtie2	Human	Multiple	10%	30G	0.999666044
HumanM30-3-4	Bowtie2	Human	Multiple	10%	30G	0.999700056
HumanM30-3-5	Bowtie2	Human	Multiple	10%	30G	0.999768182
HumanM30-3-1	Kraken2	Human	Multiple	10%	30G	0.996430439
HumanM30-3-2	Kraken2	Human	Multiple	10%	30G	0.998106998
HumanM30-3-3	Kraken2	Human	Multiple	10%	30G	0.997993423
HumanM30-3-4	Kraken2	Human	Multiple	10%	30G	0.998198969
HumanM30-3-5	Kraken2	Human	Multiple	10%	30G	0.997682864
HumanM30-3-1	KMCP	Human	Multiple	10%	30G	0.978917704
HumanM30-3-2	KMCP	Human	Multiple	10%	30G	0.979231899
HumanM30-3-3	KMCP	Human	Multiple	10%	30G	0.979200711
HumanM30-3-4	KMCP	Human	Multiple	10%	30G	0.980005938
HumanM30-3-5	KMCP	Human	Multiple	10%	30G	0.979471425
HumanM30-3-1	KrakenUniq	Human	Multiple	10%	30G	0.99811904
HumanM30-3-2	KrakenUniq	Human	Multiple	10%	30G	0.999951499
HumanM30-3-3	KrakenUniq	Human	Multiple	10%	30G	0.999724952
HumanM30-3-4	KrakenUniq	Human	Multiple	10%	30G	0.999964958
HumanM30-3-5	KrakenUniq	Human	Multiple	10%	30G	0.999876122
HumanM60-1-1	Kneaddata	Human	Multiple	90%	60G	0.99977462
HumanM60-1-2	Kneaddata	Human	Multiple	90%	60G	0.999972462
HumanM60-1-3	Kneaddata	Human	Multiple	90%	60G	0.999947124
HumanM60-1-4	Kneaddata	Human	Multiple	90%	60G	0.999973218
HumanM60-1-5	Kneaddata	Human	Multiple	90%	60G	0.9999652
HumanM60-1-1	BWA	Human	Multiple	90%	60G	0.999720811
HumanM60-1-2	BWA	Human	Multiple	90%	60G	0.999569952
HumanM60-1-3	BWA	Human	Multiple	90%	60G	0.998282487
HumanM60-1-4	BWA	Human	Multiple	90%	60G	0.999830835
HumanM60-1-5	BWA	Human	Multiple	90%	60G	0.999984499
HumanM60-1-1	Bowtie2	Human	Multiple	90%	60G	0.998014715
HumanM60-1-2	Bowtie2	Human	Multiple	90%	60G	0.997866119
HumanM60-1-3	Bowtie2	Human	Multiple	90%	60G	0.997877264
HumanM60-1-4	Bowtie2	Human	Multiple	90%	60G	0.997328569
HumanM60-1-5	Bowtie2	Human	Multiple	90%	60G	0.997946466
HumanM60-1-1	Kraken2	Human	Multiple	90%	60G	0.974794259
HumanM60-1-2	Kraken2	Human	Multiple	90%	60G	0.974152052
HumanM60-1-3	Kraken2	Human	Multiple	90%	60G	0.97495733
HumanM60-1-4	Kraken2	Human	Multiple	90%	60G	0.974967853
HumanM60-1-5	Kraken2	Human	Multiple	90%	60G	0.968713034
HumanM60-1-1	KMCP	Human	Multiple	90%	60G	0.810481469
HumanM60-1-2	KMCP	Human	Multiple	90%	60G	0.813787812
HumanM60-1-3	KMCP	Human	Multiple	90%	60G	0.812902129
HumanM60-1-4	KMCP	Human	Multiple	90%	60G	0.819724556
HumanM60-1-5	KMCP	Human	Multiple	90%	60G	0.815983888
HumanM60-1-1	KrakenUniq	Human	Multiple	90%	60G	0.999789662
HumanM60-1-2	KrakenUniq	Human	Multiple	90%	60G	0.999993116
HumanM60-1-3	KrakenUniq	Human	Multiple	90%	60G	0.99996802
HumanM60-1-4	KrakenUniq	Human	Multiple	90%	60G	0.999995292
HumanM60-1-5	KrakenUniq	Human	Multiple	90%	60G	0.999984892
HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	0.99887687
HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	0.999864851
HumanM60-2-3	Kneaddata	Human	Multiple	50%	60G	0.999737036
HumanM60-2-4	Kneaddata	Human	Multiple	50%	60G	0.999868247
HumanM60-2-5	Kneaddata	Human	Multiple	50%	60G	0.999831163
HumanM60-2-1	BWA	Human	Multiple	50%	60G	0.998934491
HumanM60-2-2	BWA	Human	Multiple	50%	60G	0.998924491
HumanM60-2-3	BWA	Human	Multiple	50%	60G	0.99101519
HumanM60-2-4	BWA	Human	Multiple	50%	60G	0.998987492
HumanM60-2-5	BWA	Human	Multiple	50%	60G	0.999925149
HumanM60-2-1	Bowtie2	Human	Multiple	50%	60G	0.99849969
HumanM60-2-2	Bowtie2	Human	Multiple	50%	60G	0.998811957
HumanM60-2-3	Bowtie2	Human	Multiple	50%	60G	0.998771784
HumanM60-2-4	Bowtie2	Human	Multiple	50%	60G	0.998514966
HumanM60-2-5	Bowtie2	Human	Multiple	50%	60G	0.998853745
HumanM60-2-1	Kraken2	Human	Multiple	50%	60G	0.990190692
HumanM60-2-2	Kraken2	Human	Multiple	50%	60G	0.990652624
HumanM60-2-3	Kraken2	Human	Multiple	50%	60G	0.991022008
HumanM60-2-4	Kraken2	Human	Multiple	50%	60G	0.991123041
HumanM60-2-5	Kraken2	Human	Multiple	50%	60G	0.98845685
HumanM60-2-1	KMCP	Human	Multiple	50%	60G	0.894703274
HumanM60-2-2	KMCP	Human	Multiple	50%	60G	0.896322926
HumanM60-2-3	KMCP	Human	Multiple	50%	60G	0.896058743
HumanM60-2-4	KMCP	Human	Multiple	50%	60G	0.899876581
HumanM60-2-5	KMCP	Human	Multiple	50%	60G	0.89736396
HumanM60-2-1	KrakenUniq	Human	Multiple	50%	60G	0.998953601
HumanM60-2-2	KrakenUniq	Human	Multiple	50%	60G	0.999972364
HumanM60-2-3	KrakenUniq	Human	Multiple	50%	60G	0.99984584
HumanM60-2-4	KrakenUniq	Human	Multiple	50%	60G	0.999980312
HumanM60-2-5	KrakenUniq	Human	Multiple	50%	60G	0.99993104
HumanM60-3-1	Kneaddata	Human	Multiple	10%	60G	0.997976172
HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	0.999755546
HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	0.999528333
HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	0.999760953
HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	0.999692722
HumanM60-3-1	BWA	Human	Multiple	10%	60G	0.998078987
HumanM60-3-2	BWA	Human	Multiple	10%	60G	0.998104087
HumanM60-3-3	BWA	Human	Multiple	10%	60G	0.983391734
HumanM60-3-4	BWA	Human	Multiple	10%	60G	0.997439681
HumanM60-3-5	BWA	Human	Multiple	10%	60G	0.999864096
HumanM60-3-1	Bowtie2	Human	Multiple	10%	60G	0.998984383
HumanM60-3-2	Bowtie2	Human	Multiple	10%	60G	0.999759817
HumanM60-3-3	Bowtie2	Human	Multiple	10%	60G	0.999665018
HumanM60-3-4	Bowtie2	Human	Multiple	10%	60G	0.999699264
HumanM60-3-5	Bowtie2	Human	Multiple	10%	60G	0.999768583
HumanM60-3-1	Kraken2	Human	Multiple	10%	60G	0.996355692
HumanM60-3-2	Kraken2	Human	Multiple	10%	60G	0.999113552
HumanM60-3-3	Kraken2	Human	Multiple	10%	60G	0.998831626
HumanM60-3-4	Kraken2	Human	Multiple	10%	60G	0.99915562
HumanM60-3-5	Kraken2	Human	Multiple	10%	60G	0.998799307
HumanM60-3-1	KMCP	Human	Multiple	10%	60G	0.97893858
HumanM60-3-2	KMCP	Human	Multiple	10%	60G	0.979242274
HumanM60-3-3	KMCP	Human	Multiple	10%	60G	0.979204951
HumanM60-3-4	KMCP	Human	Multiple	10%	60G	0.979987677
HumanM60-3-5	KMCP	Human	Multiple	10%	60G	0.979471311
HumanM60-3-1	KrakenUniq	Human	Multiple	10%	60G	0.998114915
HumanM60-3-2	KrakenUniq	Human	Multiple	10%	60G	0.999951936
HumanM60-3-3	KrakenUniq	Human	Multiple	10%	60G	0.999724733
HumanM60-3-4	KrakenUniq	Human	Multiple	10%	60G	0.999965228
HumanM60-3-5	KrakenUniq	Human	Multiple	10%	60G	0.999875862
