SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Times
RiceM60-2-5	KMCP	Rice	Multiple	50%	60G	320.87985
RiceM60-3-1	KMCP	Rice	Multiple	10%	60G	217.3053667
RiceM60-3-2	KMCP	Rice	Multiple	10%	60G	217.1007667
RiceM60-3-3	KMCP	Rice	Multiple	10%	60G	215.2480833
RiceM60-3-4	KMCP	Rice	Multiple	10%	60G	214.34155
RiceM60-3-5	KMCP	Rice	Multiple	10%	60G	214.1347833
RiceM60-1-1	KrakenUniq	Rice	Multiple	90%	60G	117.60465
RiceM60-1-2	KrakenUniq	Rice	Multiple	90%	60G	129.8331833
RiceM60-1-3	KrakenUniq	Rice	Multiple	90%	60G	114.3324833
RiceM60-1-4	KrakenUniq	Rice	Multiple	90%	60G	101.4949167
RiceM60-1-5	KrakenUniq	Rice	Multiple	90%	60G	108.1707667
RiceM60-2-1	KrakenUniq	Rice	Multiple	50%	60G	116.6386333
RiceM60-2-2	KrakenUniq	Rice	Multiple	50%	60G	109.87875
RiceM60-2-3	KrakenUniq	Rice	Multiple	50%	60G	102.9229333
RiceM60-2-4	KrakenUniq	Rice	Multiple	50%	60G	99.58251667
RiceM60-2-5	KrakenUniq	Rice	Multiple	50%	60G	92.40246667
RiceM60-3-1	KrakenUniq	Rice	Multiple	10%	60G	101.1611833
RiceM60-3-2	KrakenUniq	Rice	Multiple	10%	60G	102.4750667
RiceM60-3-3	KrakenUniq	Rice	Multiple	10%	60G	91.3549
RiceM60-3-4	KrakenUniq	Rice	Multiple	10%	60G	85.31745
RiceM60-3-5	KrakenUniq	Rice	Multiple	10%	60G	89.6121
HumanM10-1-1	Bowtie2	Human	Multiple	90%	10G	173.36595
HumanM10-1-2	Bowtie2	Human	Multiple	90%	10G	185.3217
HumanM10-1-3	Bowtie2	Human	Multiple	90%	10G	190.5580833
HumanM10-1-4	Bowtie2	Human	Multiple	90%	10G	192.5175167
HumanM10-1-5	Bowtie2	Human	Multiple	90%	10G	195.1672833
HumanM10-2-1	Bowtie2	Human	Multiple	50%	10G	103.6942167
HumanM10-2-2	Bowtie2	Human	Multiple	50%	10G	108.98375
HumanM10-2-3	Bowtie2	Human	Multiple	50%	10G	111.5108
HumanM10-2-4	Bowtie2	Human	Multiple	50%	10G	109.1203833
HumanM10-2-5	Bowtie2	Human	Multiple	50%	10G	111.8010667
HumanM10-3-1	Bowtie2	Human	Multiple	10%	10G	30.96086667
HumanM10-3-2	Bowtie2	Human	Multiple	10%	10G	32.37323333
HumanM10-3-3	Bowtie2	Human	Multiple	10%	10G	32.82465
HumanM10-3-4	Bowtie2	Human	Multiple	10%	10G	33.11713333
HumanM10-3-5	Bowtie2	Human	Multiple	10%	10G	32.10223333
HumanM10-1-1	BWA	Human	Multiple	90%	10G	420.4933833
HumanM10-1-2	BWA	Human	Multiple	90%	10G	492.2420667
HumanM10-1-3	BWA	Human	Multiple	90%	10G	472.2671667
HumanM10-1-4	BWA	Human	Multiple	90%	10G	472.9266167
HumanM10-1-5	BWA	Human	Multiple	90%	10G	466.7981167
HumanM10-2-1	BWA	Human	Multiple	50%	10G	298.1200333
HumanM10-2-2	BWA	Human	Multiple	50%	10G	329.9416833
HumanM10-2-3	BWA	Human	Multiple	50%	10G	348.8380333
HumanM10-2-4	BWA	Human	Multiple	50%	10G	341.56155
HumanM10-2-5	BWA	Human	Multiple	50%	10G	340.3515667
HumanM10-3-1	BWA	Human	Multiple	10%	10G	176.9214333
HumanM10-3-2	BWA	Human	Multiple	10%	10G	178.36875
HumanM10-3-3	BWA	Human	Multiple	10%	10G	192.3862833
HumanM10-3-4	BWA	Human	Multiple	10%	10G	174.7149333
HumanM10-3-5	BWA	Human	Multiple	10%	10G	152.2203
HumanM10-1-1	Kneaddata	Human	Multiple	90%	10G	493.1198
HumanM10-1-2	Kneaddata	Human	Multiple	90%	10G	509.4890167
HumanM10-1-3	Kneaddata	Human	Multiple	90%	10G	501.6064833
HumanM10-1-4	Kneaddata	Human	Multiple	90%	10G	532.02485
HumanM10-1-5	Kneaddata	Human	Multiple	90%	10G	514.7919667
HumanM10-2-1	Kneaddata	Human	Multiple	50%	10G	279.1020667
HumanM10-2-2	Kneaddata	Human	Multiple	50%	10G	290.7569667
HumanM10-2-3	Kneaddata	Human	Multiple	50%	10G	288.7704667
HumanM10-2-4	Kneaddata	Human	Multiple	50%	10G	307.6431
HumanM10-2-5	Kneaddata	Human	Multiple	50%	10G	290.4989167
HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	97.49581667
HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	99.7712
HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	99.54203333
HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	103.0833333
HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	94.87758333
HumanM10-1-1	Kraken2	Human	Multiple	90%	10G	15.71078333
HumanM10-1-2	Kraken2	Human	Multiple	90%	10G	15.98148333
HumanM10-1-3	Kraken2	Human	Multiple	90%	10G	15.76675
HumanM10-1-4	Kraken2	Human	Multiple	90%	10G	15.88063333
HumanM10-1-5	Kraken2	Human	Multiple	90%	10G	15.98246667
HumanM10-2-1	Kraken2	Human	Multiple	50%	10G	14.7669
HumanM10-2-2	Kraken2	Human	Multiple	50%	10G	14.95876667
HumanM10-2-3	Kraken2	Human	Multiple	50%	10G	14.83755
HumanM10-2-4	Kraken2	Human	Multiple	50%	10G	14.90823333
HumanM10-2-5	Kraken2	Human	Multiple	50%	10G	14.95336667
HumanM10-3-1	Kraken2	Human	Multiple	10%	10G	13.058
HumanM10-3-2	Kraken2	Human	Multiple	10%	10G	13.21388333
HumanM10-3-3	Kraken2	Human	Multiple	10%	10G	11.2805
HumanM10-3-4	Kraken2	Human	Multiple	10%	10G	10.8479
HumanM10-3-5	Kraken2	Human	Multiple	10%	10G	10.72036667
HumanM10-1-1	KMCP	Human	Multiple	90%	10G	90.5395
HumanM10-1-2	KMCP	Human	Multiple	90%	10G	88.26191667
HumanM10-1-3	KMCP	Human	Multiple	90%	10G	88.64895
HumanM10-1-4	KMCP	Human	Multiple	90%	10G	90.27261667
HumanM10-1-5	KMCP	Human	Multiple	90%	10G	89.58018333
HumanM10-2-1	KMCP	Human	Multiple	50%	10G	56.26533333
HumanM10-2-2	KMCP	Human	Multiple	50%	10G	56.18383333
HumanM10-2-3	KMCP	Human	Multiple	50%	10G	55.83156667
HumanM10-2-4	KMCP	Human	Multiple	50%	10G	56.40283333
HumanM10-2-5	KMCP	Human	Multiple	50%	10G	55.66498333
HumanM10-3-1	KMCP	Human	Multiple	10%	10G	60.09283333
HumanM10-3-2	KMCP	Human	Multiple	10%	10G	57.05755
HumanM10-3-3	KMCP	Human	Multiple	10%	10G	56.78521667
HumanM10-3-4	KMCP	Human	Multiple	10%	10G	57.40001667
HumanM10-3-5	KMCP	Human	Multiple	10%	10G	71.05746667
HumanM10-1-1	KrakenUniq	Human	Multiple	90%	10G	32.17715
HumanM10-1-2	KrakenUniq	Human	Multiple	90%	10G	31.64408333
HumanM10-1-3	KrakenUniq	Human	Multiple	90%	10G	29.02953333
HumanM10-1-4	KrakenUniq	Human	Multiple	90%	10G	29.81245
HumanM10-1-5	KrakenUniq	Human	Multiple	90%	10G	26.9128
HumanM10-2-1	KrakenUniq	Human	Multiple	50%	10G	22.9195
HumanM10-2-2	KrakenUniq	Human	Multiple	50%	10G	24.7257
HumanM10-2-3	KrakenUniq	Human	Multiple	50%	10G	25.68918333
HumanM10-2-4	KrakenUniq	Human	Multiple	50%	10G	25.15183333
HumanM10-2-5	KrakenUniq	Human	Multiple	50%	10G	24.02015
HumanM10-3-1	KrakenUniq	Human	Multiple	10%	10G	25.13726667
HumanM10-3-2	KrakenUniq	Human	Multiple	10%	10G	20.20741667
HumanM10-3-3	KrakenUniq	Human	Multiple	10%	10G	21.19635
HumanM10-3-4	KrakenUniq	Human	Multiple	10%	10G	21.53888333
HumanM10-3-5	KrakenUniq	Human	Multiple	10%	10G	19.46416667
HumanM15-1-1	Bowtie2	Human	Multiple	90%	30G	988.3319167
HumanM15-1-2	Bowtie2	Human	Multiple	90%	30G	1063.6538
HumanM15-1-3	Bowtie2	Human	Multiple	90%	30G	928.1906667
HumanM15-1-4	Bowtie2	Human	Multiple	90%	30G	932.41735
HumanM15-1-5	Bowtie2	Human	Multiple	90%	30G	799.5615
HumanM15-2-1	Bowtie2	Human	Multiple	50%	30G	523.4306167
HumanM15-2-2	Bowtie2	Human	Multiple	50%	30G	563.5932833
HumanM15-2-3	Bowtie2	Human	Multiple	50%	30G	589.8955167
HumanM15-2-4	Bowtie2	Human	Multiple	50%	30G	610.0300333
HumanM15-2-5	Bowtie2	Human	Multiple	50%	30G	581.6099333
HumanM15-3-1	Bowtie2	Human	Multiple	10%	30G	147.3177833
HumanM15-3-2	Bowtie2	Human	Multiple	10%	30G	152.9690333
HumanM15-3-3	Bowtie2	Human	Multiple	10%	30G	181.5632
HumanM15-3-4	Bowtie2	Human	Multiple	10%	30G	169.0638333
HumanM15-3-5	Bowtie2	Human	Multiple	10%	30G	162.9420667
HumanM15-1-1	BWA	Human	Multiple	90%	30G	1310.884083
HumanM15-1-2	BWA	Human	Multiple	90%	30G	1720.41925
HumanM15-1-3	BWA	Human	Multiple	90%	30G	1615.294283
HumanM15-1-4	BWA	Human	Multiple	90%	30G	1583.983067
HumanM15-1-5	BWA	Human	Multiple	90%	30G	1211.928067
HumanM15-2-1	BWA	Human	Multiple	50%	30G	1122.05035
HumanM15-2-2	BWA	Human	Multiple	50%	30G	1255.2571
HumanM15-2-3	BWA	Human	Multiple	50%	30G	1261.477733
HumanM15-2-4	BWA	Human	Multiple	50%	30G	1232.381367
HumanM15-2-5	BWA	Human	Multiple	50%	30G	1156.627467
HumanM15-3-1	BWA	Human	Multiple	10%	30G	596.4013167
HumanM15-3-2	BWA	Human	Multiple	10%	30G	566.7442
HumanM15-3-3	BWA	Human	Multiple	10%	30G	645.2853667
HumanM15-3-4	BWA	Human	Multiple	10%	30G	546.14285
HumanM15-3-5	BWA	Human	Multiple	10%	30G	493.07485
HumanM15-1-1	Kneaddata	Human	Multiple	90%	30G	2226.170133
HumanM15-1-2	Kneaddata	Human	Multiple	90%	30G	2159.392817
HumanM15-1-3	Kneaddata	Human	Multiple	90%	30G	2098.083083
HumanM15-1-4	Kneaddata	Human	Multiple	90%	30G	2193.627067
HumanM15-1-5	Kneaddata	Human	Multiple	90%	30G	1867.6549
HumanM15-2-1	Kneaddata	Human	Multiple	50%	30G	1294.8529
HumanM15-2-2	Kneaddata	Human	Multiple	50%	30G	1322.52815
HumanM15-2-3	Kneaddata	Human	Multiple	50%	30G	1309.560083
HumanM15-2-4	Kneaddata	Human	Multiple	50%	30G	1387.812867
HumanM15-2-5	Kneaddata	Human	Multiple	50%	30G	1312.103017
HumanM15-3-1	Kneaddata	Human	Multiple	10%	30G	435.0107333
HumanM15-3-2	Kneaddata	Human	Multiple	10%	30G	408.7291
HumanM15-3-3	Kneaddata	Human	Multiple	10%	30G	429.31455
HumanM15-3-4	Kneaddata	Human	Multiple	10%	30G	441.4889
HumanM15-3-5	Kneaddata	Human	Multiple	10%	30G	408.0108167
HumanM15-1-1	Kraken2	Human	Multiple	90%	30G	39.964
HumanM15-1-2	Kraken2	Human	Multiple	90%	30G	56.63921667
HumanM15-1-3	Kraken2	Human	Multiple	90%	30G	42.09238333
HumanM15-1-4	Kraken2	Human	Multiple	90%	30G	42.73173333
HumanM15-1-5	Kraken2	Human	Multiple	90%	30G	44.0861
HumanM15-2-1	Kraken2	Human	Multiple	50%	30G	34.79851667
HumanM15-2-2	Kraken2	Human	Multiple	50%	30G	34.84791667
HumanM15-2-3	Kraken2	Human	Multiple	50%	30G	34.80771667
HumanM15-2-4	Kraken2	Human	Multiple	50%	30G	35.05143333
HumanM15-2-5	Kraken2	Human	Multiple	50%	30G	34.9255
HumanM15-3-1	Kraken2	Human	Multiple	10%	30G	41.51286667
HumanM15-3-2	Kraken2	Human	Multiple	10%	30G	41.16018333
HumanM15-3-3	Kraken2	Human	Multiple	10%	30G	27.02213333
HumanM15-3-4	Kraken2	Human	Multiple	10%	30G	29.41705
HumanM15-3-5	Kraken2	Human	Multiple	10%	30G	34.1006
HumanM15-1-1	KMCP	Human	Multiple	90%	30G	215.1381667
HumanM15-1-2	KMCP	Human	Multiple	90%	30G	218.5838833
HumanM15-1-3	KMCP	Human	Multiple	90%	30G	212.242
HumanM15-1-4	KMCP	Human	Multiple	90%	30G	199.3447333
HumanM15-1-5	KMCP	Human	Multiple	90%	30G	160.6746167
HumanM15-2-1	KMCP	Human	Multiple	50%	30G	226.1560333
HumanM15-2-2	KMCP	Human	Multiple	50%	30G	225.4372333
HumanM15-2-3	KMCP	Human	Multiple	50%	30G	226.0237
HumanM15-2-4	KMCP	Human	Multiple	50%	30G	225.8943667
HumanM15-2-5	KMCP	Human	Multiple	50%	30G	224.9780667
HumanM15-3-1	KMCP	Human	Multiple	10%	30G	207.0748
HumanM15-3-2	KMCP	Human	Multiple	10%	30G	211.5665833
HumanM15-3-3	KMCP	Human	Multiple	10%	30G	202.9739667
HumanM15-3-4	KMCP	Human	Multiple	10%	30G	198.4906333
HumanM15-3-5	KMCP	Human	Multiple	10%	30G	193.7779833
HumanM15-1-1	KrakenUniq	Human	Multiple	90%	30G	69.00621667
HumanM15-1-2	KrakenUniq	Human	Multiple	90%	30G	66.95636667
HumanM15-1-3	KrakenUniq	Human	Multiple	90%	30G	68.7022
HumanM15-1-4	KrakenUniq	Human	Multiple	90%	30G	69.89703333
HumanM15-1-5	KrakenUniq	Human	Multiple	90%	30G	62.91736667
HumanM15-2-1	KrakenUniq	Human	Multiple	50%	30G	58.533
HumanM15-2-2	KrakenUniq	Human	Multiple	50%	30G	61.2675
HumanM15-2-3	KrakenUniq	Human	Multiple	50%	30G	59.73806667
HumanM15-2-4	KrakenUniq	Human	Multiple	50%	30G	58.72565
HumanM15-2-5	KrakenUniq	Human	Multiple	50%	30G	58.22675
HumanM15-3-1	KrakenUniq	Human	Multiple	10%	30G	60.86026667
HumanM15-3-2	KrakenUniq	Human	Multiple	10%	30G	57.061
HumanM15-3-3	KrakenUniq	Human	Multiple	10%	30G	49.6025
HumanM15-3-4	KrakenUniq	Human	Multiple	10%	30G	55.10301667
HumanM15-3-5	KrakenUniq	Human	Multiple	10%	30G	43.3643
HumanM60-1-1	Bowtie2	Human	Multiple	90%	60G	1883.171317
HumanM60-1-2	Bowtie2	Human	Multiple	90%	60G	1769.881367
HumanM60-1-3	Bowtie2	Human	Multiple	90%	60G	1996.11235
HumanM60-1-4	Bowtie2	Human	Multiple	90%	60G	1974.030183
HumanM60-1-5	Bowtie2	Human	Multiple	90%	60G	1913.4144
HumanM60-2-1	Bowtie2	Human	Multiple	50%	60G	1104.74
HumanM60-2-2	Bowtie2	Human	Multiple	50%	60G	1113.9573
HumanM60-2-3	Bowtie2	Human	Multiple	50%	60G	1151.775333
HumanM60-2-4	Bowtie2	Human	Multiple	50%	60G	1131.3484
HumanM60-2-5	Bowtie2	Human	Multiple	50%	60G	1094.5451
HumanM60-3-1	Bowtie2	Human	Multiple	10%	60G	248.00155
HumanM60-3-2	Bowtie2	Human	Multiple	10%	60G	247.7985333
HumanM60-3-3	Bowtie2	Human	Multiple	10%	60G	239.7021667
HumanM60-3-4	Bowtie2	Human	Multiple	10%	60G	241.6912
HumanM60-3-5	Bowtie2	Human	Multiple	10%	60G	237.0552
HumanM60-1-1	BWA	Human	Multiple	90%	60G	3088.451333
HumanM60-1-2	BWA	Human	Multiple	90%	60G	3582.364067
HumanM60-1-3	BWA	Human	Multiple	90%	60G	3334.703283
HumanM60-1-4	BWA	Human	Multiple	90%	60G	3256.30705
HumanM60-1-5	BWA	Human	Multiple	90%	60G	3083.4696
HumanM60-2-1	BWA	Human	Multiple	50%	60G	2353.002233
HumanM60-2-2	BWA	Human	Multiple	50%	60G	2545.779533
HumanM60-2-3	BWA	Human	Multiple	50%	60G	2574.1396
HumanM60-2-4	BWA	Human	Multiple	50%	60G	2525.569117
HumanM60-2-5	BWA	Human	Multiple	50%	60G	2361.249767
HumanM60-3-1	BWA	Human	Multiple	10%	60G	1455.16995
HumanM60-3-2	BWA	Human	Multiple	10%	60G	1363.034267
HumanM60-3-3	BWA	Human	Multiple	10%	60G	1570.72755
HumanM60-3-4	BWA	Human	Multiple	10%	60G	1385.857417
HumanM60-3-5	BWA	Human	Multiple	10%	60G	1196.31545
HumanM60-1-1	Kneaddata	Human	Multiple	90%	60G	5009.799783
HumanM60-1-2	Kneaddata	Human	Multiple	90%	60G	4450.0714
HumanM60-1-3	Kneaddata	Human	Multiple	90%	60G	4441.987767
HumanM60-1-4	Kneaddata	Human	Multiple	90%	60G	4833.843467
HumanM60-1-5	Kneaddata	Human	Multiple	90%	60G	4472.335233
HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	2568.776333
HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	2622.444733
HumanM60-2-3	Kneaddata	Human	Multiple	50%	60G	2540.093167
HumanM60-2-4	Kneaddata	Human	Multiple	50%	60G	2758.885117
HumanM60-2-5	Kneaddata	Human	Multiple	50%	60G	2612.633567
HumanM60-3-1	Kneaddata	Human	Multiple	10%	60G	896.9018833
HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	962.7887333
HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	795.11945
HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	834.7533667
HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	780.8217333
HumanM60-1-1	Kraken2	Human	Multiple	90%	60G	70.5164
HumanM60-1-2	Kraken2	Human	Multiple	90%	60G	70.37603333
HumanM60-1-3	Kraken2	Human	Multiple	90%	60G	73.13928333
HumanM60-1-4	Kraken2	Human	Multiple	90%	60G	74.24208333
HumanM60-1-5	Kraken2	Human	Multiple	90%	60G	71.81615
HumanM60-2-1	Kraken2	Human	Multiple	50%	60G	55.37201667
HumanM60-2-2	Kraken2	Human	Multiple	50%	60G	55.67048333
HumanM60-2-3	Kraken2	Human	Multiple	50%	60G	55.21865
HumanM60-2-4	Kraken2	Human	Multiple	50%	60G	55.15641667
HumanM60-2-5	Kraken2	Human	Multiple	50%	60G	55.26343333
HumanM60-3-1	Kraken2	Human	Multiple	10%	60G	54.75298333
HumanM60-3-2	Kraken2	Human	Multiple	10%	60G	56.39473333
HumanM60-3-3	Kraken2	Human	Multiple	10%	60G	66.0052
HumanM60-3-4	Kraken2	Human	Multiple	10%	60G	51.85396667
HumanM60-3-5	Kraken2	Human	Multiple	10%	60G	58.14571667
HumanM60-1-1	KMCP	Human	Multiple	90%	60G	508.15105
HumanM60-1-2	KMCP	Human	Multiple	90%	60G	494.2123
HumanM60-1-3	KMCP	Human	Multiple	90%	60G	482.6460833
HumanM60-1-4	KMCP	Human	Multiple	90%	60G	446.6171167
HumanM60-1-5	KMCP	Human	Multiple	90%	60G	430.00715
HumanM60-2-1	KMCP	Human	Multiple	50%	60G	241.8149333
HumanM60-2-2	KMCP	Human	Multiple	50%	60G	241.4337667
HumanM60-2-3	KMCP	Human	Multiple	50%	60G	242.95785
HumanM60-2-4	KMCP	Human	Multiple	50%	60G	242.3529333
HumanM60-2-5	KMCP	Human	Multiple	50%	60G	243.6375333
HumanM60-3-1	KMCP	Human	Multiple	10%	60G	483.4771167
HumanM60-3-2	KMCP	Human	Multiple	10%	60G	367.2423333
HumanM60-3-3	KMCP	Human	Multiple	10%	60G	366.81145
HumanM60-3-4	KMCP	Human	Multiple	10%	60G	346.0899167
HumanM60-3-5	KMCP	Human	Multiple	10%	60G	321.3118
HumanM60-1-1	KrakenUniq	Human	Multiple	90%	60G	153.6220833
HumanM60-1-2	KrakenUniq	Human	Multiple	90%	60G	133.9634333
HumanM60-1-3	KrakenUniq	Human	Multiple	90%	60G	135.0440833
HumanM60-1-4	KrakenUniq	Human	Multiple	90%	60G	140.9416
HumanM60-1-5	KrakenUniq	Human	Multiple	90%	60G	133.4898333
HumanM60-2-1	KrakenUniq	Human	Multiple	50%	60G	124.6470833
HumanM60-2-2	KrakenUniq	Human	Multiple	50%	60G	119.0067667
HumanM60-2-3	KrakenUniq	Human	Multiple	50%	60G	122.0063
HumanM60-2-4	KrakenUniq	Human	Multiple	50%	60G	128.3446833
HumanM60-2-5	KrakenUniq	Human	Multiple	50%	60G	115.7489833
HumanM60-3-1	KrakenUniq	Human	Multiple	10%	60G	115.1120167
HumanM60-3-2	KrakenUniq	Human	Multiple	10%	60G	95.68736667
HumanM60-3-3	KrakenUniq	Human	Multiple	10%	60G	94.71485
HumanM60-3-4	KrakenUniq	Human	Multiple	10%	60G	108.7951333
HumanM60-3-5	KrakenUniq	Human	Multiple	10%	60G	93.93543333
