Sample	SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Precision	Recall	Accuracy	F1
499	RiceM60-2-4	Kraken2	Rice	Multiple	50%	60G	0.999649444	0.978689022	0.989172908	0.989058195
500	RiceM60-2-5	Kraken2	Rice	Multiple	50%	60G	0.99962987	0.97868048	0.989159054	0.989044253
501	RiceM60-2-1	KMCP	Rice	Multiple	50%	60G	0.999999944	0.747715156	0.873857557	0.855648743
502	RiceM60-2-2	KMCP	Rice	Multiple	50%	60G	0.999999025	0.747646613	0.873822942	0.855603525
503	RiceM60-2-3	KMCP	Rice	Multiple	50%	60G	0.999999805	0.747662613	0.873831234	0.855614287
504	RiceM60-2-4	KMCP	Rice	Multiple	50%	60G	1	0.747692176	0.873846088	0.855633717
505	RiceM60-2-5	KMCP	Rice	Multiple	50%	60G	1	0.747812075	0.873906037	0.855712219
506	RiceM60-2-1	KrakenUniq	Rice	Multiple	50%	60G	0.998697937	0.999998979	0.99934761	0.999348035
507	RiceM60-2-2	KrakenUniq	Rice	Multiple	50%	60G	0.996393963	0.999998729	0.998189823	0.998193092
508	RiceM60-2-3	KrakenUniq	Rice	Multiple	50%	60G	0.99893619	0.999998437	0.999466748	0.999467032
509	RiceM60-2-4	KrakenUniq	Rice	Multiple	50%	60G	0.999188306	0.999998562	0.999593105	0.99959327
510	RiceM60-2-5	KrakenUniq	Rice	Multiple	50%	60G	0.997850287	0.999998646	0.998922152	0.998923311
511	RiceM60-3-1	Kneaddata	Rice	Multiple	10%	60G	0.975000317	1	0.997435931	0.987341935
512	RiceM60-3-2	Kneaddata	Rice	Multiple	10%	60G	0.949766679	1	0.994710983	0.97423624
513	RiceM60-3-3	Kneaddata	Rice	Multiple	10%	60G	0.981443745	1	0.99810929	0.990634983
514	RiceM60-3-4	Kneaddata	Rice	Multiple	10%	60G	0.983756678	1	0.998348848	0.991811837
515	RiceM60-3-5	Kneaddata	Rice	Multiple	10%	60G	0.967480521	1	0.996638746	0.983471512
516	RiceM60-3-1	BWA	Rice	Multiple	10%	60G	0.894512061	1	0.988207209	0.944319205
517	RiceM60-3-2	BWA	Rice	Multiple	10%	60G	0.881487449	1	0.98655539	0.937011245
518	RiceM60-3-3	BWA	Rice	Multiple	10%	60G	0.953858663	1	0.995162665	0.976384506
519	RiceM60-3-4	BWA	Rice	Multiple	10%	60G	0.931794026	1	0.992680145	0.964692937
520	RiceM60-3-5	BWA	Rice	Multiple	10%	60G	0.902298055	1	0.989171877	0.948640044
521	RiceM60-3-1	Bowtie2	Rice	Multiple	10%	60G	0.999790254	0.999782495	0.999957275	0.999786374
522	RiceM60-3-2	Bowtie2	Rice	Multiple	10%	60G	0.998628683	0.99977838	0.999840548	0.999203201
523	RiceM60-3-3	Bowtie2	Rice	Multiple	10%	60G	0.999637699	0.99977963	0.999941728	0.99970866
524	RiceM60-3-4	Bowtie2	Rice	Multiple	10%	60G	0.999937176	0.999778224	0.999971541	0.999857694
525	RiceM60-3-5	Bowtie2	Rice	Multiple	10%	60G	0.999866808	0.999779943	0.999964676	0.999823374
526	RiceM60-3-1	Kraken2	Rice	Multiple	10%	60G	0.995185247	0.994209947	0.998314804	0.994697358
527	RiceM60-3-2	Kraken2	Rice	Multiple	10%	60G	0.993561581	0.994192663	0.998052962	0.993877022
528	RiceM60-3-3	Kraken2	Rice	Multiple	10%	60G	0.997131344	0.994206555	0.998623784	0.995666802
529	RiceM60-3-4	Kraken2	Rice	Multiple	10%	60G	0.996852964	0.994213646	0.998580691	0.995531555
530	RiceM60-3-5	Kraken2	Rice	Multiple	10%	60G	0.996688018	0.994215986	0.998554906	0.995450468
531	RiceM60-3-1	KMCP	Rice	Multiple	10%	60G	0.999999443	0.74784443	0.974784401	0.855733198
532	RiceM60-3-2	KMCP	Rice	Multiple	10%	60G	0.999992198	0.74766328	0.974765745	0.855611939
533	RiceM60-3-3	KMCP	Rice	Multiple	10%	60G	0.999998328	0.747662134	0.974766088	0.855613433
534	RiceM60-3-4	KMCP	Rice	Multiple	10%	60G	1	0.747853909	0.974785391	0.855739608
535	RiceM60-3-5	KMCP	Rice	Multiple	10%	60G	1	0.747670363	0.974767036	0.855619434
536	RiceM60-3-1	KrakenUniq	Rice	Multiple	10%	60G	0.988423839	0.999999062	0.998828734	0.994177759
537	RiceM60-3-2	KrakenUniq	Rice	Multiple	10%	60G	0.968394081	0.99999875	0.996736134	0.983942692
538	RiceM60-3-3	KrakenUniq	Rice	Multiple	10%	60G	0.990501583	0.999998854	0.999040936	0.995227562
539	RiceM60-3-4	KrakenUniq	Rice	Multiple	10%	60G	0.992729838	0.999999062	0.999267567	0.996351192
540	RiceM60-3-5	KrakenUniq	Rice	Multiple	10%	60G	0.980995905	0.999998333	0.998062612	0.99040598
541	HumanS10-1-1	Kneaddata	Human	Single	90%	10G	0.999969	1	0.999972099	0.9999845
542	HumanS10-1-2	Kneaddata	Human	Single	90%	10G	0.999971111	1	0.999973999	0.999985555
543	HumanS10-1-3	Kneaddata	Human	Single	90%	10G	0.999968778	1	0.999971899	0.999984389
544	HumanS10-1-4	Kneaddata	Human	Single	90%	10G	0.999969389	0.999999944	0.999972399	0.999984667
545	HumanS10-1-5	Kneaddata	Human	Single	90%	10G	0.999968945	1	0.999972049	0.999984472
546	HumanS10-1-1	BWA	Human	Single	90%	10G	0.999985222	1	0.9999867	0.999992611
547	HumanS10-1-2	BWA	Human	Single	90%	10G	0.999652224	1	0.999686893	0.999826082
548	HumanS10-1-3	BWA	Human	Single	90%	10G	0.999985361	1	0.999986825	0.99999268
549	HumanS10-1-4	BWA	Human	Single	90%	10G	0.999985528	1	0.999986975	0.999992764
550	HumanS10-1-5	BWA	Human	Single	90%	10G	0.999984194	1	0.999985775	0.999992097
551	HumanS10-1-1	Bowtie2	Human	Single	90%	10G	1	0.997887868	0.998099081	0.998942818
552	HumanS10-1-2	Bowtie2	Human	Single	90%	10G	1	0.997637168	0.997873451	0.998817187
553	HumanS10-1-3	Bowtie2	Human	Single	90%	10G	1	0.997655863	0.997890276	0.998826556
554	HumanS10-1-4	Bowtie2	Human	Single	90%	10G	1	0.997032654	0.997329389	0.998514122
555	HumanS10-1-5	Bowtie2	Human	Single	90%	10G	1	0.997695614	0.997926052	0.998846478
556	HumanS10-1-1	Kraken2	Human	Single	90%	10G	0.999998671	0.982368539	0.98413051	0.991105208
557	HumanS10-1-2	Kraken2	Human	Single	90%	10G	0.99999816	0.981356905	0.983219589	0.990589841
558	HumanS10-1-3	Kraken2	Human	Single	90%	10G	0.999998756	0.98235715	0.984120335	0.991099454
559	HumanS10-1-4	Kraken2	Human	Single	90%	10G	0.999998445	0.982307871	0.984075709	0.99107422
560	HumanS10-1-5	Kraken2	Human	Single	90%	10G	0.999998408	0.976939692	0.979244323	0.988334573
561	HumanS10-1-1	KMCP	Human	Single	90%	10G	1	0.789413157	0.810471841	0.882315136
562	HumanS10-1-2	KMCP	Human	Single	90%	10G	1	0.792570785	0.813313706	0.884283947
563	HumanS10-1-3	KMCP	Human	Single	90%	10G	1	0.792124552	0.812912097	0.884006138
564	HumanS10-1-4	KMCP	Human	Single	90%	10G	1	0.799872953	0.819885657	0.888810459
565	HumanS10-1-5	KMCP	Human	Single	90%	10G	1	0.794674278	0.81520685	0.88559165
566	HumanS10-1-1	KrakenUniq	Human	Single	90%	10G	0.999975278	0.999998611	0.999976499	0.999986944
567	HumanS10-1-2	KrakenUniq	Human	Single	90%	10G	0.999976389	0.999998722	0.999977599	0.999987555
568	HumanS10-1-3	KrakenUniq	Human	Single	90%	10G	0.999976222	0.999998611	0.999977349	0.999987417
569	HumanS10-1-4	KrakenUniq	Human	Single	90%	10G	0.999976556	0.999998667	0.999977699	0.999987611
570	HumanS10-1-5	KrakenUniq	Human	Single	90%	10G	0.999973445	0.999998944	0.999975149	0.999986194
571	HumanS10-2-1	Kneaddata	Human	Single	50%	10G	0.999725769	1	0.999862847	0.999862866
572	HumanS10-2-2	Kneaddata	Human	Single	50%	10G	0.999725069	1	0.999862497	0.999862516
573	HumanS10-2-3	Kneaddata	Human	Single	50%	10G	0.999730666	1	0.999865297	0.999865315
574	HumanS10-2-4	Kneaddata	Human	Single	50%	10G	0.999722071	0.9999999	0.999860947	0.999860966
575	HumanS10-2-5	Kneaddata	Human	Single	50%	10G	0.999728468	1	0.999864197	0.999864215
576	HumanS10-2-1	BWA	Human	Single	50%	10G	0.999867315	1	0.999933648	0.999933653
577	HumanS10-2-2	BWA	Human	Single	50%	10G	0.999268918	1	0.999634192	0.999634325
578	HumanS10-2-3	BWA	Human	Single	50%	10G	0.999272213	1	0.999635842	0.999635974
579	HumanS10-2-4	BWA	Human	Single	50%	10G	0.999869314	1	0.999934649	0.999934653
580	HumanS10-2-5	BWA	Human	Single	50%	10G	0.999867664	1	0.999933823	0.999933828
581	HumanS10-2-1	Bowtie2	Human	Single	50%	10G	1	0.997895502	0.998947751	0.998946643
582	HumanS10-2-2	Bowtie2	Human	Single	50%	10G	1	0.997638796	0.998819398	0.998818003
583	HumanS10-2-3	Bowtie2	Human	Single	50%	10G	1	0.997666297	0.998833148	0.998831785
584	HumanS10-2-4	Bowtie2	Human	Single	50%	10G	1	0.997040633	0.998520316	0.998518124
585	HumanS10-2-5	Bowtie2	Human	Single	50%	10G	1	0.997709798	0.998854899	0.998853586
586	HumanS10-2-1	Kraken2	Human	Single	50%	10G	0.999984884	0.982390649	0.991187899	0.991109689
587	HumanS10-2-2	Kraken2	Human	Single	50%	10G	0.99998548	0.981381075	0.990683413	0.990595933
588	HumanS10-2-3	Kraken2	Human	Single	50%	10G	0.999985799	0.982355248	0.991170649	0.991092122
589	HumanS10-2-4	Kraken2	Human	Single	50%	10G	0.999986817	0.982303797	0.991145423	0.991066436
590	HumanS10-2-5	Kraken2	Human	Single	50%	10G	0.999986027	0.976902623	0.988444487	0.988309557
591	HumanS10-2-1	KMCP	Human	Single	50%	10G	1	0.789583903	0.894791951	0.882421776
592	HumanS10-2-2	KMCP	Human	Single	50%	10G	1	0.792383366	0.896191683	0.884167284
593	HumanS10-2-3	KMCP	Human	Single	50%	10G	1	0.792050259	0.896025129	0.883959872
594	HumanS10-2-4	KMCP	Human	Single	50%	10G	1	0.799876337	0.899938169	0.888812549
595	HumanS10-2-5	KMCP	Human	Single	50%	10G	1	0.79472402	0.89736201	0.885622537
596	HumanS10-2-1	KrakenUniq	Human	Single	50%	10G	0.999780943	0.9999987	0.999889797	0.999889809
597	HumanS10-2-2	KrakenUniq	Human	Single	50%	10G	0.999782942	0.9999986	0.999890748	0.999890759
598	HumanS10-2-3	KrakenUniq	Human	Single	50%	10G	0.99978674	0.9999985	0.999892598	0.999892609
599	HumanS10-2-4	KrakenUniq	Human	Single	50%	10G	0.999783642	0.9999986	0.999891098	0.999891109
600	HumanS10-2-5	KrakenUniq	Human	Single	50%	10G	0.999779144	0.999999	0.999889047	0.99988906
601	HumanS10-3-1	Kneaddata	Human	Single	10%	10G	0.997524586	1	0.999751844	0.998760759
602	HumanS10-3-2	Kneaddata	Human	Single	10%	10G	0.997539015	1	0.999753294	0.998767991
603	HumanS10-3-3	Kneaddata	Human	Single	10%	10G	0.997535532	1	0.999752944	0.998766246
604	HumanS10-3-4	Kneaddata	Human	Single	10%	10G	0.997466873	0.9999995	0.999745994	0.998731581
605	HumanS10-3-5	Kneaddata	Human	Single	10%	10G	0.997557424	1	0.999755144	0.998777219
606	HumanS10-3-1	BWA	Human	Single	10%	10G	0.998808394	1	0.999880697	0.999403842
607	HumanS10-3-2	BWA	Human	Single	10%	10G	0.995849701	1	0.99958324	0.997920535
608	HumanS10-3-3	BWA	Human	Single	10%	10G	0.995841767	1	0.99958244	0.997916552
609	HumanS10-3-4	BWA	Human	Single	10%	10G	0.998807646	1	0.999880622	0.999403467
610	HumanS10-3-5	BWA	Human	Single	10%	10G	0.998820865	1	0.999881947	0.999410085
611	HumanS10-3-1	Bowtie2	Human	Single	10%	10G	1	0.997899702	0.99978997	0.998948747
612	HumanS10-3-2	Bowtie2	Human	Single	10%	10G	1	0.997666196	0.99976662	0.998831735
613	HumanS10-3-3	Bowtie2	Human	Single	10%	10G	1	0.997684197	0.99976842	0.998840756
614	HumanS10-3-4	Bowtie2	Human	Single	10%	10G	1	0.997092933	0.999709293	0.998544351
615	HumanS10-3-5	Bowtie2	Human	Single	10%	10G	1	0.997701947	0.999770195	0.998849652
616	HumanS10-3-1	Kraken2	Human	Single	10%	10G	0.999866403	0.982320843	0.998218959	0.99101597
617	HumanS10-3-2	Kraken2	Human	Single	10%	10G	0.999870319	0.981146816	0.998101956	0.990420085
618	HumanS10-3-3	Kraken2	Human	Single	10%	10G	0.999873538	0.982404595	0.998228034	0.991062093
619	HumanS10-3-4	Kraken2	Human	Single	10%	10G	0.9998725	0.982254092	0.998212884	0.990984994
620	HumanS10-3-5	Kraken2	Human	Single	10%	10G	0.999878198	0.976895719	0.997677672	0.988253358
621	HumanS10-3-1	KMCP	Human	Single	10%	10G	1	0.789017147	0.978901715	0.88206773
622	HumanS10-3-2	KMCP	Human	Single	10%	10G	1	0.79215572	0.979215572	0.884025546
623	HumanS10-3-3	KMCP	Human	Single	10%	10G	1	0.792256722	0.979225672	0.884088437
624	HumanS10-3-4	KMCP	Human	Single	10%	10G	1	0.800147903	0.98001479	0.88898018
625	HumanS10-3-5	KMCP	Human	Single	10%	10G	1	0.795241791	0.979524179	0.885943938
626	HumanS10-3-1	KrakenUniq	Human	Single	10%	10G	0.998039304	0.9999985	0.999803395	0.999017941
627	HumanS10-3-2	KrakenUniq	Human	Single	10%	10G	0.998077158	0.999999	0.999807246	0.999037155
628	HumanS10-3-3	KrakenUniq	Human	Single	10%	10G	0.998052254	0.999999	0.999804746	0.999024679
629	HumanS10-3-4	KrakenUniq	Human	Single	10%	10G	0.998012909	0.999999	0.999800795	0.999004967
630	HumanS10-3-5	KrakenUniq	Human	Single	10%	10G	0.998062214	0.999998	0.999805646	0.999029169
631	HumanS30-1-1	Kneaddata	Human	Single	90%	30G	0.999969283	1	0.999972354	0.999984641
632	HumanS30-1-2	Kneaddata	Human	Single	90%	30G	0.999970047	1	0.999973041	0.999985023
633	HumanS30-1-3	Kneaddata	Human	Single	90%	30G	0.999970047	0.999999931	0.999972979	0.999984988
634	HumanS30-1-4	Kneaddata	Human	Single	90%	30G	0.999969259	0.999999931	0.99997227	0.999984595
635	HumanS30-1-5	Kneaddata	Human	Single	90%	30G	0.999969884	0.999999954	0.999972854	0.999984919
636	HumanS30-1-1	BWA	Human	Single	90%	30G	0.999984942	1	0.999986448	0.999992471
637	HumanS30-1-2	BWA	Human	Single	90%	30G	0.999846432	1	0.999861768	0.99992321
638	HumanS30-1-3	BWA	Human	Single	90%	30G	0.999847149	1	0.999862414	0.999923569
639	HumanS30-1-4	BWA	Human	Single	90%	30G	0.999985069	1	0.999986562	0.999992535
640	HumanS30-1-5	BWA	Human	Single	90%	30G	0.999985092	0.999999988	0.999986573	0.99999254
641	HumanS30-1-1	Bowtie2	Human	Single	90%	30G	1	0.997892301	0.998103071	0.998945039
642	HumanS30-1-2	Bowtie2	Human	Single	90%	30G	1	0.997623927	0.997861534	0.99881055
643	HumanS30-1-3	Bowtie2	Human	Single	90%	30G	1	0.997658013	0.997892212	0.998827634
644	HumanS30-1-4	Bowtie2	Human	Single	90%	30G	1	0.997031552	0.997328397	0.99851357
645	HumanS30-1-5	Bowtie2	Human	Single	90%	30G	1	0.997705561	0.997935005	0.998851463
646	HumanS30-1-1	Kraken2	Human	Single	90%	30G	0.999998268	0.982387108	0.984146866	0.991114461
647	HumanS30-1-2	Kraken2	Human	Single	90%	30G	0.999998325	0.981333392	0.983198573	0.990577943
648	HumanS30-1-3	Kraken2	Human	Single	90%	30G	0.999998563	0.982318935	0.984085771	0.991079909
649	HumanS30-1-4	Kraken2	Human	Single	90%	30G	0.999998374	0.982287395	0.984057218	0.991063764
650	HumanS30-1-5	Kraken2	Human	Single	90%	30G	0.999998306	0.976922897	0.979229118	0.988325929
651	HumanS30-1-1	KMCP	Human	Single	90%	30G	1	0.789426378	0.81048374	0.882323395
652	HumanS30-1-2	KMCP	Human	Single	90%	30G	1	0.792610317	0.813349285	0.884308552
653	HumanS30-1-3	KMCP	Human	Single	90%	30G	1	0.792076624	0.812868962	0.883976291
654	HumanS30-1-4	KMCP	Human	Single	90%	30G	1	0.799765018	0.819788516	0.888743819
655	HumanS30-1-5	KMCP	Human	Single	90%	30G	1	0.79471393	0.815242537	0.885616272
656	HumanS30-1-1	KrakenUniq	Human	Single	90%	30G	0.999975394	0.99999875	0.999976729	0.999987072
657	HumanS30-1-2	KrakenUniq	Human	Single	90%	30G	0.999976227	0.999998542	0.999977291	0.999987384
658	HumanS30-1-3	KrakenUniq	Human	Single	90%	30G	0.999976458	0.999998912	0.999977833	0.999987685
659	HumanS30-1-4	KrakenUniq	Human	Single	90%	30G	0.999975602	0.999999074	0.999977208	0.999987338
660	HumanS30-1-5	KrakenUniq	Human	Single	90%	30G	0.999975486	0.99999875	0.999976812	0.999987118
661	HumanS30-2-1	Kneaddata	Human	Single	50%	30G	0.999728193	1	0.999864059	0.999864078
662	HumanS30-2-2	Kneaddata	Human	Single	50%	30G	0.999725278	1	0.999862601	0.99986262
663	HumanS30-2-3	Kneaddata	Human	Single	50%	30G	0.999727193	0.999999917	0.999863518	0.999863536
664	HumanS30-2-4	Kneaddata	Human	Single	50%	30G	0.999719864	0.999999917	0.999859851	0.999859871
665	HumanS30-2-5	Kneaddata	Human	Single	50%	30G	0.999727068	1	0.999863497	0.999863516
666	HumanS30-2-1	BWA	Human	Single	50%	30G	0.999869951	1	0.999934967	0.999934971
667	HumanS30-2-2	BWA	Human	Single	50%	30G	0.999619282	1	0.999809569	0.999809605
668	HumanS30-2-3	BWA	Human	Single	50%	30G	0.999620052	1	0.999809954	0.99980999
669	HumanS30-2-4	BWA	Human	Single	50%	30G	0.999867181	1	0.999933582	0.999933586
670	HumanS30-2-5	BWA	Human	Single	50%	30G	0.999868931	0.999999979	0.999934446	0.999934451
671	HumanS30-2-1	Bowtie2	Human	Single	50%	30G	1	0.99789066	0.99894533	0.998944216
672	HumanS30-2-2	Bowtie2	Human	Single	50%	30G	1	0.997637217	0.998818608	0.998817211
673	HumanS30-2-3	Bowtie2	Human	Single	50%	30G	1	0.997654488	0.998827244	0.998825867
674	HumanS30-2-4	Bowtie2	Human	Single	50%	30G	1	0.997034036	0.998517018	0.998514816
675	HumanS30-2-5	Bowtie2	Human	Single	50%	30G	1	0.997705218	0.998852609	0.998851291
676	HumanS30-2-1	Kraken2	Human	Single	50%	30G	0.999985176	0.982375263	0.99118035	0.991102002
677	HumanS30-2-2	Kraken2	Human	Single	50%	30G	0.999985755	0.981348135	0.990667078	0.990579287
678	HumanS30-2-3	Kraken2	Human	Single	50%	30G	0.999986236	0.982328699	0.991157589	0.991078825
679	HumanS30-2-4	Kraken2	Human	Single	50%	30G	0.99998509	0.982307803	0.991146578	0.991067627
680	HumanS30-2-5	Kraken2	Human	Single	50%	30G	0.99998633	0.97692568	0.988456163	0.988321504
681	HumanS30-2-1	KMCP	Human	Single	50%	30G	1	0.789483176	0.894741588	0.882358869
682	HumanS30-2-2	KMCP	Human	Single	50%	30G	1	0.792505537	0.896252768	0.884243335
683	HumanS30-2-3	KMCP	Human	Single	50%	30G	1	0.792118444	0.896059222	0.884002335
684	HumanS30-2-4	KMCP	Human	Single	50%	30G	1	0.799838371	0.899919186	0.888789109
685	HumanS30-2-5	KMCP	Human	Single	50%	30G	1	0.794735546	0.897367773	0.885629694
686	HumanS30-2-1	KrakenUniq	Human	Single	50%	30G	0.999785874	0.999998625	0.999892227	0.999892238
687	HumanS30-2-2	KrakenUniq	Human	Single	50%	30G	0.999784833	0.999998708	0.999891748	0.999891759
688	HumanS30-2-3	KrakenUniq	Human	Single	50%	30G	0.999785124	0.999998792	0.999891935	0.999891947
689	HumanS30-2-4	KrakenUniq	Human	Single	50%	30G	0.999778086	0.999998833	0.999888435	0.999888447
690	HumanS30-2-5	KrakenUniq	Human	Single	50%	30G	0.999784874	0.999998792	0.99989181	0.999891822
691	HumanS30-3-1	Kneaddata	Human	Single	10%	30G	0.997551786	1	0.999754578	0.998774393
692	HumanS30-3-2	Kneaddata	Human	Single	10%	30G	0.997519237	1	0.999751307	0.998758078
693	HumanS30-3-3	Kneaddata	Human	Single	10%	30G	0.997544737	1	0.999753869	0.998770859
694	HumanS30-3-4	Kneaddata	Human	Single	10%	30G	0.997491459	0.999999792	0.999748494	0.99874405
695	HumanS30-3-5	Kneaddata	Human	Single	10%	30G	0.997542249	1	0.999753619	0.998769612
696	HumanS30-3-1	BWA	Human	Single	10%	30G	0.998824897	1	0.999882351	0.999412103
697	HumanS30-3-2	BWA	Human	Single	10%	30G	0.996326688	1	0.999631314	0.998159964
698	HumanS30-3-3	BWA	Human	Single	10%	30G	0.997388341	1	0.99973815	0.998692463
699	HumanS30-3-4	BWA	Human	Single	10%	30G	0.998797254	1	0.999879581	0.999398265
700	HumanS30-3-5	BWA	Human	Single	10%	30G	0.998814609	1	0.99988132	0.999406953
701	HumanS30-3-1	Bowtie2	Human	Single	10%	30G	1	0.997892764	0.999789276	0.998945271
702	HumanS30-3-2	Bowtie2	Human	Single	10%	30G	1	0.997892764	0.999789276	0.998945271
703	HumanS30-3-3	Bowtie2	Human	Single	10%	30G	1	0.997892764	0.999789276	0.998945271
704	HumanS30-3-4	Bowtie2	Human	Single	10%	30G	1	0.997892764	0.999789276	0.998945271
705	HumanS30-3-5	Bowtie2	Human	Single	10%	30G	1	0.997892764	0.999789276	0.998945271
706	HumanS30-3-1	Kraken2	Human	Single	10%	30G	0.999871918	0.982336991	0.998221115	0.991026896
707	HumanS30-3-2	Kraken2	Human	Single	10%	30G	0.999870196	0.981343218	0.998121582	0.990520081
708	HumanS30-3-3	Kraken2	Human	Single	10%	30G	0.999870971	0.982393347	0.998226657	0.991055109
709	HumanS30-3-4	Kraken2	Human	Single	10%	30G	0.999866611	0.982296573	0.998216553	0.991003721
710	HumanS30-3-5	Kraken2	Human	Single	10%	30G	0.999873015	0.976882074	0.997675801	0.988243845
711	HumanS30-3-1	KMCP	Human	Single	10%	30G	1	0.789397465	0.978939747	0.882305335
712	HumanS30-3-2	KMCP	Human	Single	10%	30G	1	0.792319407	0.979231941	0.884127465
713	HumanS30-3-3	KMCP	Human	Single	10%	30G	1	0.792033359	0.979203336	0.883949347
714	HumanS30-3-4	KMCP	Human	Single	10%	30G	1	0.80006021	0.980006021	0.888926054
715	HumanS30-3-5	KMCP	Human	Single	10%	30G	1	0.794714462	0.979471446	0.885616602
716	HumanS30-3-1	KrakenUniq	Human	Single	10%	30G	0.9980662	0.999998542	0.9998061	0.999031436
717	HumanS30-3-2	KrakenUniq	Human	Single	10%	30G	0.998050428	0.999998958	0.999804558	0.999023743
718	HumanS30-3-3	KrakenUniq	Human	Single	10%	30G	0.998050011	0.999998125	0.999804433	0.999023118
719	HumanS30-3-4	KrakenUniq	Human	Single	10%	30G	0.998003943	0.999998125	0.999799808	0.999000039
720	HumanS30-3-5	KrakenUniq	Human	Single	10%	30G	0.99805437	0.999998542	0.999804912	0.99902551
721	HumanS60-1-1	Kneaddata	Human	Single	90%	60G	0.999975556	0.99999875	0.999976874	0.999987153
722	HumanS60-1-2	Kneaddata	Human	Single	90%	60G	0.999975305	0.999998642	0.999976599	0.999986973
723	HumanS60-1-3	Kneaddata	Human	Single	90%	60G	0.999976181	0.999998854	0.999977531	0.999987517
724	HumanS60-1-4	Kneaddata	Human	Single	90%	60G	0.999975984	0.999999062	0.999977541	0.999987523
725	HumanS60-1-5	Kneaddata	Human	Single	90%	60G	0.999974524	0.999998836	0.999976111	0.99998668
726	HumanS60-1-1	BWA	Human	Single	90%	60G	0.999985226	1	0.999986703	0.999992613
727	HumanS60-1-2	BWA	Human	Single	90%	60G	0.99991414	1	0.999922877	0.999957068
728	HumanS60-1-3	BWA	Human	Single	90%	60G	0.999916197	1	0.999924571	0.999958097
729	HumanS60-1-4	BWA	Human	Single	90%	60G	0.999985469	1	0.999986922	0.999992734
730	HumanS60-1-5	BWA	Human	Single	90%	60G	0.999984682	0.999999988	0.999986253	0.999992335
731	HumanS60-1-1	Bowtie2	Human	Single	90%	60G	1	0.997893117	0.998103806	0.998945448
732	HumanS60-1-2	Bowtie2	Human	Single	90%	60G	1	0.997624599	0.99786649	0.998810887
733	HumanS60-1-3	Bowtie2	Human	Single	90%	60G	1	0.997654101	0.997888691	0.998825673
734	HumanS60-1-4	Bowtie2	Human	Single	90%	60G	1	0.997032253	0.997329027	0.998513921
735	HumanS60-1-5	Bowtie2	Human	Single	90%	60G	1	0.997710121	0.997946665	0.998853748
736	HumanS60-1-1	Kraken2	Human	Single	90%	60G	0.99999712	0.970479812	0.975113987	0.985017384
737	HumanS60-1-2	Kraken2	Human	Single	90%	60G	0.99999721	0.969347085	0.974154508	0.984433634
738	HumanS60-1-3	Kraken2	Human	Single	90%	60G	0.99999732	0.970344532	0.974999571	0.984947795
739	HumanS60-1-4	Kraken2	Human	Single	90%	60G	0.99999752	0.970310812	0.974971173	0.984930521
740	HumanS60-1-5	Kraken2	Human	Single	90%	60G	0.99999736	0.96292981	0.968711793	0.981113597
741	HumanS60-1-1	KMCP	Human	Single	90%	60G	1	0.789426471	0.810483824	0.882323452
742	HumanS60-1-2	KMCP	Human	Single	90%	60G	1	0.792675609	0.813787822	0.884349187
743	HumanS60-1-3	KMCP	Human	Single	90%	60G	1	0.79211387	0.812902483	0.883999486
744	HumanS60-1-4	KMCP	Human	Single	90%	60G	1	0.799693963	0.819724567	0.888699945
745	HumanS60-1-5	KMCP	Human	Single	90%	60G	1	0.794785188	0.815983888	0.885660516
746	HumanS60-1-1	KrakenUniq	Human	Single	90%	60G	0.999975556	0.99999875	0.999976874	0.999987153
747	HumanS60-1-2	KrakenUniq	Human	Single	90%	60G	0.999975305	0.999998642	0.999976599	0.999986973
748	HumanS60-1-3	KrakenUniq	Human	Single	90%	60G	0.999976181	0.999998854	0.999977531	0.999987517
749	HumanS60-1-4	KrakenUniq	Human	Single	90%	60G	0.999975984	0.999999062	0.999977541	0.999987523
750	HumanS60-1-5	KrakenUniq	Human	Single	90%	60G	0.999974524	0.999998836	0.999976111	0.99998668
751	HumanS60-2-1	Kneaddata	Human	Single	50%	60G	0.999728567	1	0.999864247	0.999864265
752	HumanS60-2-2	Kneaddata	Human	Single	50%	60G	0.999724216	1	0.99986207	0.999862089
753	HumanS60-2-3	Kneaddata	Human	Single	50%	60G	0.99972838	0.999999937	0.999864122	0.99986414
754	HumanS60-2-4	Kneaddata	Human	Single	50%	60G	0.999720697	0.999999937	0.999860278	0.999860298
755	HumanS60-2-5	Kneaddata	Human	Single	50%	60G	0.999728609	0.999999958	0.999864247	0.999864265
756	HumanS60-2-1	BWA	Human	Single	50%	60G	0.999869722	1	0.999934853	0.999934857
757	HumanS60-2-2	BWA	Human	Single	50%	60G	0.999618595	1	0.999809225	0.999809261
758	HumanS60-2-3	BWA	Human	Single	50%	60G	0.999726215	1	0.99986307	0.999863089
759	HumanS60-2-4	BWA	Human	Single	50%	60G	0.999866577	1	0.99993328	0.999933284
760	HumanS60-2-5	BWA	Human	Single	50%	60G	0.999869608	0.99999999	0.99993479	0.999934794
761	HumanS60-2-1	Bowtie2	Human	Single	50%	60G	1	0.997893723	0.998946861	0.998945751
762	HumanS60-2-2	Bowtie2	Human	Single	50%	60G	1	0.997628435	0.998814218	0.99881281
763	HumanS60-2-3	Bowtie2	Human	Single	50%	60G	1	0.997657978	0.998828989	0.998827616
764	HumanS60-2-4	Bowtie2	Human	Single	50%	60G	1	0.997034713	0.998517357	0.998515155
