SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Gigabytes	Times
RiceM30-1-2	KrakenUniq	Rice	Multiple	90%	30G	11.58	50.01571667
RiceM30-1-3	KrakenUniq	Rice	Multiple	90%	30G	10.24	48.16363333
RiceM30-1-4	KrakenUniq	Rice	Multiple	90%	30G	11.59	48.28475
RiceM30-1-5	KrakenUniq	Rice	Multiple	90%	30G	11.45	55.18541667
RiceM30-2-1	KrakenUniq	Rice	Multiple	50%	30G	11.33	56.16088333
RiceM30-2-2	KrakenUniq	Rice	Multiple	50%	30G	11.38	53.5684
RiceM30-2-3	KrakenUniq	Rice	Multiple	50%	30G	10.21	52.76878333
RiceM30-2-4	KrakenUniq	Rice	Multiple	50%	30G	11.44	52.91226667
RiceM30-2-5	KrakenUniq	Rice	Multiple	50%	30G	11.54	52.0432
RiceM30-3-1	KrakenUniq	Rice	Multiple	10%	30G	10.62	48.25061667
RiceM30-3-2	KrakenUniq	Rice	Multiple	10%	30G	10.61	49.67166667
RiceM30-3-3	KrakenUniq	Rice	Multiple	10%	30G	10.09	45.8693
RiceM30-3-4	KrakenUniq	Rice	Multiple	10%	30G	10.62	46.91058333
RiceM30-3-5	KrakenUniq	Rice	Multiple	10%	30G	10.66	46.76793333
RiceM60-1-1	Bowtie2	Rice	Multiple	90%	60G	0.465742188	922.0504667
RiceM60-1-2	Bowtie2	Rice	Multiple	90%	60G	0.46421875	843.8788
RiceM60-1-3	Bowtie2	Rice	Multiple	90%	60G	0.463466797	841.0653333
RiceM60-1-4	Bowtie2	Rice	Multiple	90%	60G	0.464384766	837.0448
RiceM60-1-5	Bowtie2	Rice	Multiple	90%	60G	0.462382813	834.9030167
RiceM60-2-1	Bowtie2	Rice	Multiple	50%	60G	0.463515625	481.0572833
RiceM60-2-2	Bowtie2	Rice	Multiple	50%	60G	0.461044922	482.0533
RiceM60-2-3	Bowtie2	Rice	Multiple	50%	60G	0.461376953	496.80605
RiceM60-2-4	Bowtie2	Rice	Multiple	50%	60G	0.460498047	501.8640333
RiceM60-2-5	Bowtie2	Rice	Multiple	50%	60G	0.460957031	498.3176167
RiceM60-3-1	Bowtie2	Rice	Multiple	10%	60G	0.454755859	145.3099167
RiceM60-3-2	Bowtie2	Rice	Multiple	10%	60G	0.458427734	142.4405333
RiceM60-3-3	Bowtie2	Rice	Multiple	10%	60G	0.448681641	147.9354833
RiceM60-3-4	Bowtie2	Rice	Multiple	10%	60G	0.459804688	149.3897667
RiceM60-3-5	Bowtie2	Rice	Multiple	10%	60G	0.449794922	150.8740167
RiceM60-1-1	BWA	Rice	Multiple	90%	60G	1.42	1051.904667
RiceM60-1-2	BWA	Rice	Multiple	90%	60G	1.41	1065.116083
RiceM60-1-3	BWA	Rice	Multiple	90%	60G	1.42	1063.912783
RiceM60-1-4	BWA	Rice	Multiple	90%	60G	1.42	1053.876317
RiceM60-1-5	BWA	Rice	Multiple	90%	60G	1.42	1067.22475
RiceM60-2-1	BWA	Rice	Multiple	50%	60G	1.41	828.2642333
RiceM60-2-2	BWA	Rice	Multiple	50%	60G	1.41	837.9752833
RiceM60-2-3	BWA	Rice	Multiple	50%	60G	1.42	797.5041833
RiceM60-2-4	BWA	Rice	Multiple	50%	60G	1.42	796.1224167
RiceM60-2-5	BWA	Rice	Multiple	50%	60G	1.41	818.8946167
RiceM60-3-1	BWA	Rice	Multiple	10%	60G	1.35	601.7004333
RiceM60-3-2	BWA	Rice	Multiple	10%	60G	1.38	638.2309167
RiceM60-3-3	BWA	Rice	Multiple	10%	60G	1.34	602.1295833
RiceM60-3-4	BWA	Rice	Multiple	10%	60G	1.34	597.5857333
RiceM60-3-5	BWA	Rice	Multiple	10%	60G	1.34	650.2146833
RiceM60-1-1	Kneaddata	Rice	Multiple	90%	60G	30.27	1646.13435
RiceM60-1-2	Kneaddata	Rice	Multiple	90%	60G	30.28	1706.221983
RiceM60-1-3	Kneaddata	Rice	Multiple	90%	60G	30.27	1690.39
RiceM60-1-4	Kneaddata	Rice	Multiple	90%	60G	30.27	1662.044633
RiceM60-1-5	Kneaddata	Rice	Multiple	90%	60G	30.27	1640.283983
RiceM60-2-1	Kneaddata	Rice	Multiple	50%	60G	32.48	969.3204
RiceM60-2-2	Kneaddata	Rice	Multiple	50%	60G	32.52	982.4771167
RiceM60-2-3	Kneaddata	Rice	Multiple	50%	60G	32.74	974.3351833
RiceM60-2-4	Kneaddata	Rice	Multiple	50%	60G	32.47	974.1028333
RiceM60-2-5	Kneaddata	Rice	Multiple	50%	60G	32.72	981.3344667
RiceM60-3-1	Kneaddata	Rice	Multiple	10%	60G	30.32	348.2601333
RiceM60-3-2	Kneaddata	Rice	Multiple	10%	60G	30.39	368.1383667
RiceM60-3-3	Kneaddata	Rice	Multiple	10%	60G	30.3	351.6305167
RiceM60-3-4	Kneaddata	Rice	Multiple	10%	60G	30.3	356.0190833
RiceM60-3-5	Kneaddata	Rice	Multiple	10%	60G	30.34	367.9558833
RiceM60-1-1	Kraken2	Rice	Multiple	90%	60G	0.761542969	84.01211667
RiceM60-1-2	Kraken2	Rice	Multiple	90%	60G	0.768349609	70.72251667
RiceM60-1-3	Kraken2	Rice	Multiple	90%	60G	0.759853516	69.63851667
RiceM60-1-4	Kraken2	Rice	Multiple	90%	60G	0.769931641	68.1411
RiceM60-1-5	Kraken2	Rice	Multiple	90%	60G	0.752304688	47.06823333
RiceM60-2-1	Kraken2	Rice	Multiple	50%	60G	0.779882813	55.83168333
RiceM60-2-2	Kraken2	Rice	Multiple	50%	60G	0.784619141	55.26985
RiceM60-2-3	Kraken2	Rice	Multiple	50%	60G	0.776367188	55.24371667
RiceM60-2-4	Kraken2	Rice	Multiple	50%	60G	0.7703125	55.22626667
RiceM60-2-5	Kraken2	Rice	Multiple	50%	60G	0.779960938	55.26261667
RiceM60-3-1	Kraken2	Rice	Multiple	10%	60G	0.801367188	72.82048333
RiceM60-3-2	Kraken2	Rice	Multiple	10%	60G	0.773261719	57.74483333
RiceM60-3-3	Kraken2	Rice	Multiple	10%	60G	0.753867188	56.27315
RiceM60-3-4	Kraken2	Rice	Multiple	10%	60G	0.765244141	50.55328333
RiceM60-3-5	Kraken2	Rice	Multiple	10%	60G	0.844882813	50.62306667
RiceM60-1-1	KMCP	Rice	Multiple	90%	60G	3.96	292.5058
RiceM60-1-2	KMCP	Rice	Multiple	90%	60G	4	291.4510833
RiceM60-1-3	KMCP	Rice	Multiple	90%	60G	4.01	286.4343333
RiceM60-1-4	KMCP	Rice	Multiple	90%	60G	4.03	287.3892333
RiceM60-1-5	KMCP	Rice	Multiple	90%	60G	4.04	287.7721167
RiceM60-2-1	KMCP	Rice	Multiple	50%	60G	3.69	365.6005667
RiceM60-2-2	KMCP	Rice	Multiple	50%	60G	3.8	327.0156333
RiceM60-2-3	KMCP	Rice	Multiple	50%	60G	3.88	316.8657
RiceM60-2-4	KMCP	Rice	Multiple	50%	60G	3.82	311.3186
RiceM60-2-5	KMCP	Rice	Multiple	50%	60G	3.93	320.87985
RiceM60-3-1	KMCP	Rice	Multiple	10%	60G	4.36	217.3053667
RiceM60-3-2	KMCP	Rice	Multiple	10%	60G	4.4	217.1007667
RiceM60-3-3	KMCP	Rice	Multiple	10%	60G	4.41	215.2480833
RiceM60-3-4	KMCP	Rice	Multiple	10%	60G	4.45	214.34155
RiceM60-3-5	KMCP	Rice	Multiple	10%	60G	4.44	214.1347833
RiceM60-1-1	KrakenUniq	Rice	Multiple	90%	60G	11.42	117.60465
RiceM60-1-2	KrakenUniq	Rice	Multiple	90%	60G	11.28	129.8331833
RiceM60-1-3	KrakenUniq	Rice	Multiple	90%	60G	10.05	114.3324833
RiceM60-1-4	KrakenUniq	Rice	Multiple	90%	60G	11.49	101.4949167
RiceM60-1-5	KrakenUniq	Rice	Multiple	90%	60G	11.42	108.1707667
RiceM60-2-1	KrakenUniq	Rice	Multiple	50%	60G	11.25	116.6386333
RiceM60-2-2	KrakenUniq	Rice	Multiple	50%	60G	11.27	109.87875
RiceM60-2-3	KrakenUniq	Rice	Multiple	50%	60G	10.11	102.9229333
RiceM60-2-4	KrakenUniq	Rice	Multiple	50%	60G	11.36	99.58251667
RiceM60-2-5	KrakenUniq	Rice	Multiple	50%	60G	11.66	92.40246667
RiceM60-3-1	KrakenUniq	Rice	Multiple	10%	60G	11.49	101.1611833
RiceM60-3-2	KrakenUniq	Rice	Multiple	10%	60G	11.43	102.4750667
RiceM60-3-3	KrakenUniq	Rice	Multiple	10%	60G	10.19	91.3549
RiceM60-3-4	KrakenUniq	Rice	Multiple	10%	60G	11.47	85.31745
RiceM60-3-5	KrakenUniq	Rice	Multiple	10%	60G	10.96	89.6121
HumanM10-1-1	Bowtie2	Human	Multiple	90%	10G	3.42	173.36595
HumanM10-1-2	Bowtie2	Human	Multiple	90%	10G	3.42	185.3217
HumanM10-1-3	Bowtie2	Human	Multiple	90%	10G	3.42	190.5580833
HumanM10-1-4	Bowtie2	Human	Multiple	90%	10G	3.43	192.5175167
HumanM10-1-5	Bowtie2	Human	Multiple	90%	10G	3.42	195.1672833
HumanM10-2-1	Bowtie2	Human	Multiple	50%	10G	3.42	103.6942167
HumanM10-2-2	Bowtie2	Human	Multiple	50%	10G	3.42	108.98375
HumanM10-2-3	Bowtie2	Human	Multiple	50%	10G	3.42	111.5108
HumanM10-2-4	Bowtie2	Human	Multiple	50%	10G	3.42	109.1203833
HumanM10-2-5	Bowtie2	Human	Multiple	50%	10G	3.42	111.8010667
HumanM10-3-1	Bowtie2	Human	Multiple	10%	10G	3.42	30.96086667
HumanM10-3-2	Bowtie2	Human	Multiple	10%	10G	3.42	32.37323333
HumanM10-3-3	Bowtie2	Human	Multiple	10%	10G	3.42	32.82465
HumanM10-3-4	Bowtie2	Human	Multiple	10%	10G	3.42	33.11713333
HumanM10-3-5	Bowtie2	Human	Multiple	10%	10G	3.42	32.10223333
HumanM10-1-1	BWA	Human	Multiple	90%	10G	6.58	420.4933833
HumanM10-1-2	BWA	Human	Multiple	90%	10G	6.78	492.2420667
HumanM10-1-3	BWA	Human	Multiple	90%	10G	6.73	472.2671667
HumanM10-1-4	BWA	Human	Multiple	90%	10G	6.77	472.9266167
HumanM10-1-5	BWA	Human	Multiple	90%	10G	6.73	466.7981167
HumanM10-2-1	BWA	Human	Multiple	50%	10G	6.57	298.1200333
HumanM10-2-2	BWA	Human	Multiple	50%	10G	6.78	329.9416833
HumanM10-2-3	BWA	Human	Multiple	50%	10G	6.73	348.8380333
HumanM10-2-4	BWA	Human	Multiple	50%	10G	6.77	341.56155
HumanM10-2-5	BWA	Human	Multiple	50%	10G	6.73	340.3515667
HumanM10-3-1	BWA	Human	Multiple	10%	10G	6.57	176.9214333
HumanM10-3-2	BWA	Human	Multiple	10%	10G	6.78	178.36875
HumanM10-3-3	BWA	Human	Multiple	10%	10G	6.72	192.3862833
HumanM10-3-4	BWA	Human	Multiple	10%	10G	6.77	174.7149333
HumanM10-3-5	BWA	Human	Multiple	10%	10G	6.72	152.2203
HumanM10-1-1	Kneaddata	Human	Multiple	90%	10G	6.35	493.1198
HumanM10-1-2	Kneaddata	Human	Multiple	90%	10G	6.35	509.4890167
HumanM10-1-3	Kneaddata	Human	Multiple	90%	10G	6.35	501.6064833
HumanM10-1-4	Kneaddata	Human	Multiple	90%	10G	6.35	532.02485
HumanM10-1-5	Kneaddata	Human	Multiple	90%	10G	6.34	514.7919667
HumanM10-2-1	Kneaddata	Human	Multiple	50%	10G	6.28	279.1020667
HumanM10-2-2	Kneaddata	Human	Multiple	50%	10G	6.28	290.7569667
HumanM10-2-3	Kneaddata	Human	Multiple	50%	10G	6.28	288.7704667
HumanM10-2-4	Kneaddata	Human	Multiple	50%	10G	6.28	307.6431
HumanM10-2-5	Kneaddata	Human	Multiple	50%	10G	6.28	290.4989167
HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	6.47	97.49581667
HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	6.47	99.7712
HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	6.47	99.54203333
HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	6.47	103.0833333
HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	6.47	94.87758333
HumanM10-1-1	Kraken2	Human	Multiple	90%	10G	4.09	15.71078333
HumanM10-1-2	Kraken2	Human	Multiple	90%	10G	4.11	15.98148333
HumanM10-1-3	Kraken2	Human	Multiple	90%	10G	4.1	15.76675
HumanM10-1-4	Kraken2	Human	Multiple	90%	10G	4.11	15.88063333
HumanM10-1-5	Kraken2	Human	Multiple	90%	10G	4.11	15.98246667
HumanM10-2-1	Kraken2	Human	Multiple	50%	10G	4.11	14.7669
HumanM10-2-2	Kraken2	Human	Multiple	50%	10G	4.11	14.95876667
HumanM10-2-3	Kraken2	Human	Multiple	50%	10G	4.1	14.83755
HumanM10-2-4	Kraken2	Human	Multiple	50%	10G	4.11	14.90823333
HumanM10-2-5	Kraken2	Human	Multiple	50%	10G	4.1	14.95336667
HumanM10-3-1	Kraken2	Human	Multiple	10%	10G	4.11	13.058
HumanM10-3-2	Kraken2	Human	Multiple	10%	10G	4.11	13.21388333
HumanM10-3-3	Kraken2	Human	Multiple	10%	10G	4.13	11.2805
HumanM10-3-4	Kraken2	Human	Multiple	10%	10G	4.12	10.8479
HumanM10-3-5	Kraken2	Human	Multiple	10%	10G	4.11	10.72036667
HumanM10-1-1	KMCP	Human	Multiple	90%	10G	27.62	90.5395
HumanM10-1-2	KMCP	Human	Multiple	90%	10G	28.01	88.26191667
HumanM10-1-3	KMCP	Human	Multiple	90%	10G	27.97	88.64895
HumanM10-1-4	KMCP	Human	Multiple	90%	10G	28.58	90.27261667
HumanM10-1-5	KMCP	Human	Multiple	90%	10G	28.04	89.58018333
HumanM10-2-1	KMCP	Human	Multiple	50%	10G	30.47	56.26533333
HumanM10-2-2	KMCP	Human	Multiple	50%	10G	31	56.18383333
HumanM10-2-3	KMCP	Human	Multiple	50%	10G	31.1	55.83156667
HumanM10-2-4	KMCP	Human	Multiple	50%	10G	32.06	56.40283333
HumanM10-2-5	KMCP	Human	Multiple	50%	10G	31.14	55.66498333
HumanM10-3-1	KMCP	Human	Multiple	10%	10G	25.89	60.09283333
HumanM10-3-2	KMCP	Human	Multiple	10%	10G	26.25	57.05755
HumanM10-3-3	KMCP	Human	Multiple	10%	10G	26.25	56.78521667
HumanM10-3-4	KMCP	Human	Multiple	10%	10G	26.62	57.40001667
HumanM10-3-5	KMCP	Human	Multiple	10%	10G	25.66	71.05746667
HumanM10-1-1	KrakenUniq	Human	Multiple	90%	10G	33.57	32.17715
HumanM10-1-2	KrakenUniq	Human	Multiple	90%	10G	33.6	31.64408333
HumanM10-1-3	KrakenUniq	Human	Multiple	90%	10G	33.7	29.02953333
HumanM10-1-4	KrakenUniq	Human	Multiple	90%	10G	33.72	29.81245
HumanM10-1-5	KrakenUniq	Human	Multiple	90%	10G	33.69	26.9128
HumanM10-2-1	KrakenUniq	Human	Multiple	50%	10G	33.68	22.9195
HumanM10-2-2	KrakenUniq	Human	Multiple	50%	10G	33.72	24.7257
HumanM10-2-3	KrakenUniq	Human	Multiple	50%	10G	33.71	25.68918333
HumanM10-2-4	KrakenUniq	Human	Multiple	50%	10G	33.73	25.15183333
HumanM10-2-5	KrakenUniq	Human	Multiple	50%	10G	33.73	24.02015
HumanM10-3-1	KrakenUniq	Human	Multiple	10%	10G	33.36	25.13726667
HumanM10-3-2	KrakenUniq	Human	Multiple	10%	10G	33.64	20.20741667
HumanM10-3-3	KrakenUniq	Human	Multiple	10%	10G	33.67	21.19635
HumanM10-3-4	KrakenUniq	Human	Multiple	10%	10G	33.67	21.53888333
HumanM10-3-5	KrakenUniq	Human	Multiple	10%	10G	33.67	19.46416667
HumanM30-1-1	Bowtie2	Human	Multiple	90%	30G	3.41	988.3319167
HumanM30-1-2	Bowtie2	Human	Multiple	90%	30G	3.42	1063.6538
HumanM30-1-3	Bowtie2	Human	Multiple	90%	30G	3.42	928.1906667
HumanM30-1-4	Bowtie2	Human	Multiple	90%	30G	3.42	932.41735
HumanM30-1-5	Bowtie2	Human	Multiple	90%	30G	3.42	799.5615
HumanM30-2-1	Bowtie2	Human	Multiple	50%	30G	3.42	523.4306167
HumanM30-2-2	Bowtie2	Human	Multiple	50%	30G	3.42	563.5932833
HumanM30-2-3	Bowtie2	Human	Multiple	50%	30G	3.42	589.8955167
HumanM30-2-4	Bowtie2	Human	Multiple	50%	30G	3.42	610.0300333
HumanM30-2-5	Bowtie2	Human	Multiple	50%	30G	3.42	581.6099333
HumanM30-3-1	Bowtie2	Human	Multiple	10%	30G	3.42	147.3177833
HumanM30-3-2	Bowtie2	Human	Multiple	10%	30G	3.42	152.9690333
HumanM30-3-3	Bowtie2	Human	Multiple	10%	30G	3.42	181.5632
HumanM30-3-4	Bowtie2	Human	Multiple	10%	30G	3.42	169.0638333
HumanM30-3-5	Bowtie2	Human	Multiple	10%	30G	3.42	162.9420667
HumanM30-1-1	BWA	Human	Multiple	90%	30G	6.58	1310.884083
HumanM30-1-2	BWA	Human	Multiple	90%	30G	6.78	1720.41925
HumanM30-1-3	BWA	Human	Multiple	90%	30G	6.74	1615.294283
HumanM30-1-4	BWA	Human	Multiple	90%	30G	6.77	1583.983067
HumanM30-1-5	BWA	Human	Multiple	90%	30G	6.73	1211.928067
HumanM30-2-1	BWA	Human	Multiple	50%	30G	6.57	1122.05035
HumanM30-2-2	BWA	Human	Multiple	50%	30G	6.78	1255.2571
HumanM30-2-3	BWA	Human	Multiple	50%	30G	6.74	1261.477733
HumanM30-2-4	BWA	Human	Multiple	50%	30G	6.77	1232.381367
HumanM30-2-5	BWA	Human	Multiple	50%	30G	6.73	1156.627467
HumanM30-3-1	BWA	Human	Multiple	10%	30G	6.57	596.4013167
HumanM30-3-2	BWA	Human	Multiple	10%	30G	6.78	566.7442
HumanM30-3-3	BWA	Human	Multiple	10%	30G	6.72	645.2853667
HumanM30-3-4	BWA	Human	Multiple	10%	30G	6.77	546.14285
HumanM30-3-5	BWA	Human	Multiple	10%	30G	6.72	493.07485
HumanM30-1-1	Kneaddata	Human	Multiple	90%	30G	15.07	2226.170133
HumanM30-1-2	Kneaddata	Human	Multiple	90%	30G	15.09	2159.392817
HumanM30-1-3	Kneaddata	Human	Multiple	90%	30G	15.09	2098.083083
HumanM30-1-4	Kneaddata	Human	Multiple	90%	30G	15.07	2193.627067
HumanM30-1-5	Kneaddata	Human	Multiple	90%	30G	15.09	1867.6549
HumanM30-2-1	Kneaddata	Human	Multiple	50%	30G	16.32	1294.8529
HumanM30-2-2	Kneaddata	Human	Multiple	50%	30G	16.29	1322.52815
HumanM30-2-3	Kneaddata	Human	Multiple	50%	30G	16.29	1309.560083
HumanM30-2-4	Kneaddata	Human	Multiple	50%	30G	16.27	1387.812867
HumanM30-2-5	Kneaddata	Human	Multiple	50%	30G	16.27	1312.103017
HumanM30-3-1	Kneaddata	Human	Multiple	10%	30G	15.15	435.0107333
HumanM30-3-2	Kneaddata	Human	Multiple	10%	30G	15.17	408.7291
HumanM30-3-3	Kneaddata	Human	Multiple	10%	30G	15.16	429.31455
HumanM30-3-4	Kneaddata	Human	Multiple	10%	30G	15.16	441.4889
HumanM30-3-5	Kneaddata	Human	Multiple	10%	30G	15.17	408.0108167
HumanM30-1-1	Kraken2	Human	Multiple	90%	30G	4.11	39.964
HumanM30-1-2	Kraken2	Human	Multiple	90%	30G	4.11	56.63921667
HumanM30-1-3	Kraken2	Human	Multiple	90%	30G	4.1	42.09238333
HumanM30-1-4	Kraken2	Human	Multiple	90%	30G	4.11	42.73173333
HumanM30-1-5	Kraken2	Human	Multiple	90%	30G	4.11	44.0861
HumanM30-2-1	Kraken2	Human	Multiple	50%	30G	4.11	34.79851667
HumanM30-2-2	Kraken2	Human	Multiple	50%	30G	4.11	34.84791667
HumanM30-2-3	Kraken2	Human	Multiple	50%	30G	4.12	34.80771667
HumanM30-2-4	Kraken2	Human	Multiple	50%	30G	4.12	35.05143333
HumanM30-2-5	Kraken2	Human	Multiple	50%	30G	4.1	34.9255
HumanM30-3-1	Kraken2	Human	Multiple	10%	30G	4.12	41.51286667
HumanM30-3-2	Kraken2	Human	Multiple	10%	30G	4.13	41.16018333
HumanM30-3-3	Kraken2	Human	Multiple	10%	30G	4.17	27.02213333
HumanM30-3-4	Kraken2	Human	Multiple	10%	30G	4.15	29.41705
HumanM30-3-5	Kraken2	Human	Multiple	10%	30G	4.1	34.1006
HumanM30-1-1	KMCP	Human	Multiple	90%	30G	24.73	215.1381667
HumanM30-1-2	KMCP	Human	Multiple	90%	30G	24.86	218.5838833
HumanM30-1-3	KMCP	Human	Multiple	90%	30G	24.99	212.242
HumanM30-1-4	KMCP	Human	Multiple	90%	30G	25.45	199.3447333
HumanM30-1-5	KMCP	Human	Multiple	90%	30G	25.16	160.6746167
HumanM30-2-1	KMCP	Human	Multiple	50%	30G	24.7	226.1560333
HumanM30-2-2	KMCP	Human	Multiple	50%	30G	24.87	225.4372333
HumanM30-2-3	KMCP	Human	Multiple	50%	30G	24.86	226.0237
HumanM30-2-4	KMCP	Human	Multiple	50%	30G	25.16	225.8943667
HumanM30-2-5	KMCP	Human	Multiple	50%	30G	24.89	224.9780667
HumanM30-3-1	KMCP	Human	Multiple	10%	30G	24.72	207.0748
HumanM30-3-2	KMCP	Human	Multiple	10%	30G	24.81	211.5665833
HumanM30-3-3	KMCP	Human	Multiple	10%	30G	24.62	202.9739667
HumanM30-3-4	KMCP	Human	Multiple	10%	30G	25.29	198.4906333
HumanM30-3-5	KMCP	Human	Multiple	10%	30G	25.07	193.7779833
HumanM30-1-1	KrakenUniq	Human	Multiple	90%	30G	33.71	69.00621667
HumanM30-1-2	KrakenUniq	Human	Multiple	90%	30G	33.72	66.95636667
HumanM30-1-3	KrakenUniq	Human	Multiple	90%	30G	33.77	68.7022
HumanM30-1-4	KrakenUniq	Human	Multiple	90%	30G	33.77	69.89703333
HumanM30-1-5	KrakenUniq	Human	Multiple	90%	30G	33.76	62.91736667
HumanM30-2-1	KrakenUniq	Human	Multiple	50%	30G	33.7	58.533
HumanM30-2-2	KrakenUniq	Human	Multiple	50%	30G	33.73	61.2675
HumanM30-2-3	KrakenUniq	Human	Multiple	50%	30G	33.77	59.73806667
HumanM30-2-4	KrakenUniq	Human	Multiple	50%	30G	33.78	58.72565
HumanM30-2-5	KrakenUniq	Human	Multiple	50%	30G	33.77	58.22675
HumanM30-3-1	KrakenUniq	Human	Multiple	10%	30G	33.28	60.86026667
HumanM30-3-2	KrakenUniq	Human	Multiple	10%	30G	33.5	57.061
HumanM30-3-3	KrakenUniq	Human	Multiple	10%	30G	33.65	49.6025
HumanM30-3-4	KrakenUniq	Human	Multiple	10%	30G	33.66	55.10301667
HumanM30-3-5	KrakenUniq	Human	Multiple	10%	30G	33.68	43.3643
HumanM60-1-1	Bowtie2	Human	Multiple	90%	60G	3.41	1883.171317
HumanM60-1-2	Bowtie2	Human	Multiple	90%	60G	3.42	1769.881367
HumanM60-1-3	Bowtie2	Human	Multiple	90%	60G	3.42	1996.11235
HumanM60-1-4	Bowtie2	Human	Multiple	90%	60G	3.42	1974.030183
HumanM60-1-5	Bowtie2	Human	Multiple	90%	60G	3.42	1913.4144
HumanM60-2-1	Bowtie2	Human	Multiple	50%	60G	3.42	1104.74
HumanM60-2-2	Bowtie2	Human	Multiple	50%	60G	3.42	1113.9573
HumanM60-2-3	Bowtie2	Human	Multiple	50%	60G	3.42	1151.775333
HumanM60-2-4	Bowtie2	Human	Multiple	50%	60G	3.42	1131.3484
HumanM60-2-5	Bowtie2	Human	Multiple	50%	60G	3.42	1094.5451
HumanM60-3-1	Bowtie2	Human	Multiple	10%	60G	3.41	248.00155
HumanM60-3-2	Bowtie2	Human	Multiple	10%	60G	3.42	247.7985333
HumanM60-3-3	Bowtie2	Human	Multiple	10%	60G	3.42	239.7021667
HumanM60-3-4	Bowtie2	Human	Multiple	10%	60G	3.42	241.6912
HumanM60-3-5	Bowtie2	Human	Multiple	10%	60G	3.42	237.0552
HumanM60-1-1	BWA	Human	Multiple	90%	60G	6.58	3088.451333
HumanM60-1-2	BWA	Human	Multiple	90%	60G	6.79	3582.364067
HumanM60-1-3	BWA	Human	Multiple	90%	60G	6.74	3334.703283
HumanM60-1-4	BWA	Human	Multiple	90%	60G	6.77	3256.30705
HumanM60-1-5	BWA	Human	Multiple	90%	60G	6.73	3083.4696
HumanM60-2-1	BWA	Human	Multiple	50%	60G	6.58	2353.002233
HumanM60-2-2	BWA	Human	Multiple	50%	60G	6.78	2545.779533
HumanM60-2-3	BWA	Human	Multiple	50%	60G	6.74	2574.1396
HumanM60-2-4	BWA	Human	Multiple	50%	60G	6.77	2525.569117
HumanM60-2-5	BWA	Human	Multiple	50%	60G	6.74	2361.249767
HumanM60-3-1	BWA	Human	Multiple	10%	60G	6.57	1455.16995
HumanM60-3-2	BWA	Human	Multiple	10%	60G	6.79	1363.034267
HumanM60-3-3	BWA	Human	Multiple	10%	60G	6.73	1570.72755
HumanM60-3-4	BWA	Human	Multiple	10%	60G	6.77	1385.857417
HumanM60-3-5	BWA	Human	Multiple	10%	60G	6.73	1196.31545
HumanM60-1-1	Kneaddata	Human	Multiple	90%	60G	30.25	5009.799783
HumanM60-1-2	Kneaddata	Human	Multiple	90%	60G	29.75	4450.0714
HumanM60-1-3	Kneaddata	Human	Multiple	90%	60G	30.25	4441.987767
HumanM60-1-4	Kneaddata	Human	Multiple	90%	60G	30.26	4833.843467
HumanM60-1-5	Kneaddata	Human	Multiple	90%	60G	29.39	4472.335233
HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	32.72	2568.776333
HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	32.75	2622.444733
HumanM60-2-3	Kneaddata	Human	Multiple	50%	60G	32.75	2540.093167
HumanM60-2-4	Kneaddata	Human	Multiple	50%	60G	32.75	2758.885117
HumanM60-2-5	Kneaddata	Human	Multiple	50%	60G	32.75	2612.633567
HumanM60-3-1	Kneaddata	Human	Multiple	10%	60G	30.25	896.9018833
HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	30.26	962.7887333
HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	30.27	795.11945
HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	30.27	834.7533667
HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	30.27	780.8217333
HumanM60-1-1	Kraken2	Human	Multiple	90%	60G	4.11	70.5164
HumanM60-1-2	Kraken2	Human	Multiple	90%	60G	4.12	70.37603333
HumanM60-1-3	Kraken2	Human	Multiple	90%	60G	4.12	73.13928333
HumanM60-1-4	Kraken2	Human	Multiple	90%	60G	4.12	74.24208333
HumanM60-1-5	Kraken2	Human	Multiple	90%	60G	4.12	71.81615
HumanM60-2-1	Kraken2	Human	Multiple	50%	60G	4.15	55.37201667
HumanM60-2-2	Kraken2	Human	Multiple	50%	60G	4.14	55.67048333
HumanM60-2-3	Kraken2	Human	Multiple	50%	60G	4.18	55.21865
HumanM60-2-4	Kraken2	Human	Multiple	50%	60G	4.15	55.15641667
HumanM60-2-5	Kraken2	Human	Multiple	50%	60G	4.13	55.26343333
HumanM60-3-1	Kraken2	Human	Multiple	10%	60G	4.19	54.75298333
HumanM60-3-2	Kraken2	Human	Multiple	10%	60G	4.17	56.39473333
HumanM60-3-3	Kraken2	Human	Multiple	10%	60G	4.23	66.0052
HumanM60-3-4	Kraken2	Human	Multiple	10%	60G	4.18	51.85396667
HumanM60-3-5	Kraken2	Human	Multiple	10%	60G	4.11	58.14571667
HumanM60-1-1	KMCP	Human	Multiple	90%	60G	24.33	508.15105
