SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
RiceS60-3-3	BWA	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	747162	0	172048878	0.519287109	5.8946	1.34	935.8457167	0.962542116	1	0.996108442	0.98091359
RiceS60-3-4	BWA	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	691592	0	172104448	0.519287109	5.8946	1.34	665.3242667	0.965231174	1	0.996397876	0.982308022
RiceS60-3-5	BWA	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	768824	0	172027216	0.519287109	5.8946	1.34	530.2040667	0.961497936	1	0.995995617	0.980371091
RiceS10-3-1	BWA	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	148493	0	35850679	0.519287109	5.8946	1.38	131.7542	0.964204762	1	0.99628759	0.981776219
RiceS10-3-2	BWA	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	123241	0	35875931	0.519287109	5.8946	1.39	121.3667	0.970109981	1	0.996918904	0.984828249
RiceS10-3-3	BWA	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	149875	0	35849297	0.519287109	5.8946	1.4	112.13605	0.963883654	1	0.996253039	0.981609732
RiceS10-3-4	BWA	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	144903	0	35854269	0.519287109	5.8946	1.4	113.3538833	0.965039902	1	0.996377342	0.982208963
RiceS10-3-5	BWA	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	145275	0	35853897	0.519287109	5.8946	1.4	114.4817667	0.964953296	1	0.996368041	0.982164104
RiceS30-2-1	BWA	Rice	Single	50%	30G	47998900	47998900	95997800	47998899	189828	1	47809072	0.519287109	5.8946	1.41	404.1897	0.996060738	0.999999979	0.998022569	0.998026472
RiceS30-2-2	BWA	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	180513	0	47818387	0.519287109	5.8946	1.4	406.1991667	0.996253317	1	0.998119613	0.998123142
RiceS30-2-3	BWA	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	200678	0	47798222	0.519287109	5.8946	1.41	401.2959333	0.99583652	1	0.997909556	0.997913917
RiceS30-2-4	BWA	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	185115	0	47813785	0.519287109	5.8946	1.4	397.4577667	0.996158166	1	0.998071675	0.998075386
RiceS30-2-5	BWA	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	198793	0	47800107	0.519287109	5.8946	1.4	387.8655167	0.995875466	1	0.997929192	0.997933472
RiceS60-2-1	BWA	Rice	Single	50%	60G	95997800	95997800	191995600	95997799	382088	1	95615712	0.519287109	5.8946	1.4	968.8269667	0.996035604	0.99999999	0.998009908	0.99801386
RiceS60-2-2	BWA	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	360078	0	95637722	0.519287109	5.8946	1.41	1024.618583	0.996263118	1	0.998124551	0.998128061
RiceS60-2-3	BWA	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	406439	0	95591361	0.519287109	5.8946	1.41	965.1392333	0.995784013	1	0.997883082	0.997887554
RiceS60-2-4	BWA	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	406460	0	95591340	0.519287109	5.8946	1.41	799.6187	0.995783796	1	0.997882972	0.997887445
RiceS60-2-5	BWA	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	402116	0	95595684	0.519287109	5.8946	1.41	795.1729167	0.995828669	1	0.997905598	0.997909975
RiceS10-2-1	BWA	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	74208	0	19925336	0.519287109	5.8946	1.34	193.3717167	0.996303232	1	0.998144758	0.998148193
RiceS10-2-2	BWA	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	70117	0	19929427	0.519287109	5.8946	1.34	189.6516167	0.996506319	1	0.998247035	0.998250103
RiceS10-2-3	BWA	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	82435	0	19917109	0.519287109	5.8946	1.34	240.8232	0.995895076	1	0.997939078	0.997943317
RiceS10-2-4	BWA	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	86189	0	19913355	0.519287109	5.8946	1.34	185.2511	0.995708944	1	0.997845226	0.997849859
RiceS10-2-5	BWA	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	81195	0	19918349	0.519287109	5.8946	1.34	203.8604667	0.995956573	1	0.997970079	0.997974191
RiceS30-1-1	BWA	Rice	Single	90%	30G	86398020	9599780	95997800	86398019	35093	1	9564687	0.519287109	5.8946	1.4	657.2662	0.999593987	0.999999988	0.999634429	0.999796946
RiceS30-1-2	BWA	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	29930	0	9569850	0.519287109	5.8946	1.4	625.8959333	0.9996537	1	0.999688222	0.99982682
RiceS30-1-3	BWA	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	34686	0	9565094	0.519287109	5.8946	1.41	602.66485	0.999598694	1	0.999638679	0.999799307
RiceS30-1-4	BWA	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	38220	0	9561560	0.519287109	5.8946	1.4	617.9151	0.999557824	1	0.999601866	0.999778863
RiceS30-1-5	BWA	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	46581	0	9553199	0.519287109	5.8946	1.4	577.4228333	0.999461146	1	0.99951477	0.9997305
RiceS60-1-1	BWA	Rice	Single	90%	60G	172796040	19199974	191996014	172796039	69859	1	19129701	0.519287109	5.8946	1.4	1185.7075	0.999595877	0.999999994	0.999636137	0.999797895
RiceS60-1-2	BWA	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	68493	0	19131067	0.519287109	5.8946	1.41	1158.783017	0.999603776	1	0.999643257	0.999801849
RiceS60-1-3	BWA	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	75273	0	19124287	0.519287109	5.8946	1.41	1125.957417	0.999564572	1	0.999607944	0.999782239
RiceS60-1-4	BWA	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	79081	0	19120479	0.519287109	5.8946	1.41	1092.7073	0.999542554	1	0.99958811	0.999771225
RiceS60-1-5	BWA	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	79485	0	19120075	0.519287109	5.8946	1.41	1091.92495	0.999540218	1	0.999586006	0.999770056
RiceS10-1-1	BWA	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	15799	0	3984109	0.519287109	5.8946	1.41	246.4815833	0.999561321	1	0.999605016	0.999780613
RiceS10-1-2	BWA	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	10577	0	3989331	0.519287109	5.8946	1.4	260.3464333	0.999706274	1	0.999735569	0.999853115
RiceS10-1-3	BWA	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	10241	0	3989667	0.519287109	5.8946	1.41	237.4259167	0.999715602	1	0.999743969	0.999857781
RiceS10-1-4	BWA	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	21458	0	3978450	0.519287109	5.8946	1.41	256.14635	0.999404286	1	0.999463538	0.999702054
RiceS10-1-5	BWA	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	18913	0	3980995	0.519287109	5.8946	1.41	234.7615667	0.999474903	1	0.999527164	0.999737382
RiceM30-3-1	KMCP	Rice	Multiple	10%	30G	9599780	86398020	95997800	7179122	4	2420658	86398016	2.59	1.821133333	4.49	95.84621667	0.999999443	0.747842346	0.974784193	0.855731834
RiceM30-3-2	KMCP	Rice	Multiple	10%	30G	9599780	86398020	95997800	7180072	62	2419708	86397958	2.59	1.821133333	4.53	95.7257	0.999991365	0.747941307	0.974793485	0.855793659
RiceM30-3-3	KMCP	Rice	Multiple	10%	30G	9599780	86398020	95997800	7178058	12	2421722	86398008	2.59	1.821133333	4.54	95.5546	0.999998328	0.747731511	0.974773026	0.85565886
RiceM30-3-4	KMCP	Rice	Multiple	10%	30G	9599780	86398020	95997800	7178242	0	2421538	86398020	2.59	1.821133333	4.57	95.28805	1	0.747750678	0.974775068	0.855672021
RiceM30-3-5	KMCP	Rice	Multiple	10%	30G	9599780	86398020	95997800	7175620	0	2424160	86398020	2.59	1.821133333	4.54	95.3021	1	0.747477546	0.974747755	0.855493163
RiceM60-3-1	KMCP	Rice	Multiple	10%	60G	19199560	172796040	191995600	14358284	8	4841276	172796032	2.59	1.821133333	4.36	217.3053667	0.999999443	0.74784443	0.974784401	0.855733198
RiceM60-3-2	KMCP	Rice	Multiple	10%	60G	19199560	172796040	191995600	14354806	112	4844754	172795928	2.59	1.821133333	4.4	217.1007667	0.999992198	0.74766328	0.974765745	0.855611939
RiceM60-3-3	KMCP	Rice	Multiple	10%	60G	19199560	172796040	191995600	14354784	24	4844776	172796016	2.59	1.821133333	4.41	215.2480833	0.999998328	0.747662134	0.974766088	0.855613433
RiceM60-3-4	KMCP	Rice	Multiple	10%	60G	19199560	172796040	191995600	14358466	0	4841094	172796040	2.59	1.821133333	4.45	214.34155	1	0.747853909	0.974785391	0.855739608
RiceM60-3-5	KMCP	Rice	Multiple	10%	60G	19199560	172796040	191995600	14354942	0	4844618	172796040	2.59	1.821133333	4.44	214.1347833	1	0.747670363	0.974767036	0.855619434
RiceM10-3-1	KMCP	Rice	Multiple	10%	10G	3999908	35999172	39999080	2992372	4	1007536	35999168	2.59	1.821133333	4.45	39.93695	0.999998663	0.748110207	0.974810921	0.855906883
RiceM10-3-2	KMCP	Rice	Multiple	10%	10G	3999908	35999172	39999080	2992420	28	1007488	35999144	2.59	1.821133333	4.48	39.92805	0.999990643	0.748122207	0.974811521	0.855911799
RiceM10-3-3	KMCP	Rice	Multiple	10%	10G	3999908	35999172	39999080	2992538	8	1007370	35999164	2.59	1.821133333	4.49	39.87731667	0.999997327	0.748151707	0.974814971	0.855933554
RiceM10-3-4	KMCP	Rice	Multiple	10%	10G	3999908	35999172	39999080	2991684	0	1008224	35999172	2.59	1.821133333	4.48	39.82591667	1	0.747938203	0.97479382	0.855794789
RiceM10-3-5	KMCP	Rice	Multiple	10%	10G	3999908	35999172	39999080	2990532	0	1009376	35999172	2.59	1.821133333	4.51	39.8189	1	0.747650196	0.97476502	0.855606228
RiceM30-2-1	KMCP	Rice	Multiple	50%	30G	47998900	47998900	95997800	93952908	34944	2044892	95962856	2.59	1.821133333	4.51	97.41023333	0.999628207	0.978698554	0.989167273	0.989052668
RiceM30-2-2	KMCP	Rice	Multiple	50%	30G	47998900	47998900	95997800	35892154	4	12106746	47998896	2.59	1.821133333	4.55	97.17498333	0.999999889	0.747770345	0.873885131	0.855684857
RiceM30-2-3	KMCP	Rice	Multiple	50%	30G	47998900	47998900	95997800	35888012	38	12110888	47998862	2.59	1.821133333	4.55	96.96525	0.999998941	0.747684051	0.87384163	0.855628009
RiceM30-2-4	KMCP	Rice	Multiple	50%	30G	47998900	47998900	95997800	35888872	12	12110028	47998888	2.59	1.821133333	4.57	96.84721667	0.999999666	0.747701968	0.873850859	0.855640006
RiceM30-2-5	KMCP	Rice	Multiple	50%	30G	47998900	47998900	95997800	35893038	0	12105862	47998900	2.59	1.821133333	4.57	96.90745	1	0.747788762	0.873894381	0.855696956
RiceM60-2-1	KMCP	Rice	Multiple	50%	60G	95997800	95997800	191995600	71779010	4	24218790	95997796	2.59	1.821133333	3.69	365.6005667	0.999999944	0.747715156	0.873857557	0.855648743
RiceM60-2-2	KMCP	Rice	Multiple	50%	60G	95997800	95997800	191995600	71772430	70	24225370	95997730	2.59	1.821133333	3.8	327.0156333	0.999999025	0.747646613	0.873822942	0.855603525
RiceM60-2-3	KMCP	Rice	Multiple	50%	60G	95997800	95997800	191995600	71773966	14	24223834	95997786	2.59	1.821133333	3.88	316.8657	0.999999805	0.747662613	0.873831234	0.855614287
RiceM60-2-4	KMCP	Rice	Multiple	50%	60G	95997800	95997800	191995600	71776804	0	24220996	95997800	2.59	1.821133333	3.82	311.3186	1	0.747692176	0.873846088	0.855633717
RiceM60-2-5	KMCP	Rice	Multiple	50%	60G	95997800	95997800	191995600	71788314	0	24209486	95997800	2.59	1.821133333	3.93	320.87985	1	0.747812075	0.873906037	0.855712219
RiceM10-2-1	KMCP	Rice	Multiple	50%	10G	19999544	19999544	39999088	14956050	0	5043494	19999544	2.59	1.821133333	4.49	40.68551667	1	0.74781955	0.873909775	0.855717114
RiceM10-2-2	KMCP	Rice	Multiple	50%	10G	19999544	19999544	39999088	14953372	12	5046172	19999532	2.59	1.821133333	4.48	40.72651667	0.999999198	0.747685647	0.873842524	0.855629148
RiceM10-2-3	KMCP	Rice	Multiple	50%	10G	19999544	19885254	39884798	14953112	6	5046432	19999538	2.59	1.821133333	4.51	40.68385	0.999999599	0.747672647	0.873836173	0.855620782
RiceM10-2-4	KMCP	Rice	Multiple	50%	10G	19999544	19999544	39999088	14956298	0	5043246	19999544	2.59	1.821133333	4.51	40.69338333	1	0.747831951	0.873915975	0.855725232
RiceM10-2-5	KMCP	Rice	Multiple	50%	10G	19999544	19999544	39999088	14952994	0	5046550	19999544	2.59	1.821133333	4.52	40.68656667	1	0.747666747	0.873833373	0.855617066
RiceM30-1-1	KMCP	Rice	Multiple	90%	30G	86398020	9599780	95997800	64602080	0	21795940	9599780	2.59	1.821133333	4.52	99.061	1	0.747726395	0.772953755	0.855656122
RiceM30-1-2	KMCP	Rice	Multiple	90%	30G	86398020	9599780	95997800	64592938	6	21805082	9599774	2.59	1.821133333	4.56	98.7925	0.999999907	0.747620582	0.772858461	0.855586802
RiceM30-1-3	KMCP	Rice	Multiple	90%	30G	86398020	9599780	95997800	64596380	6	21801640	9599774	2.59	1.821133333	4.56	98.49256667	0.999999907	0.747660421	0.772894316	0.855612889
RiceM30-1-4	KMCP	Rice	Multiple	90%	30G	86398020	9599780	95997800	64598304	0	21799716	9599780	2.59	1.821133333	4.56	98.4267	1	0.74768269	0.772914421	0.855627505
RiceM30-1-5	KMCP	Rice	Multiple	90%	30G	86398020	9599780	95997800	64610386	0	21787634	9599780	2.59	1.821133333	4.57	98.38488333	1	0.747822531	0.773040278	0.855719065
RiceM60-1-1	KMCP	Rice	Multiple	90%	60G	172796040	19199560	191995600	129210146	0	43585894	19199560	2.59	1.821133333	3.96	292.5058	1	0.747761037	0.772984933	0.855678804
RiceM60-1-2	KMCP	Rice	Multiple	90%	60G	172796040	19199560	191995600	129203596	10	43592444	19199550	2.59	1.821133333	4	291.4510833	0.999999923	0.747723131	0.772950766	0.855653957
RiceM60-1-3	KMCP	Rice	Multiple	90%	60G	172796040	19199560	191995600	129195864	6	43600176	19199554	2.59	1.821133333	4.01	286.4343333	0.999999954	0.747678384	0.772910515	0.855624669
RiceM60-1-4	KMCP	Rice	Multiple	90%	60G	172796040	19199560	191995600	129198562	0	43597478	19199560	2.59	1.821133333	4.03	287.3892333	1	0.747693998	0.772924598	0.85563491
RiceM60-1-5	KMCP	Rice	Multiple	90%	60G	172796040	19199560	191995600	129220606	0	43575434	19199560	2.59	1.821133333	4.04	287.7721167	1	0.74782157	0.773039413	0.855718436
RiceM10-1-1	KMCP	Rice	Multiple	90%	10G	35999172	3999908	19999540	26920884	0	9078288	3999908	2.59	1.821133333	3.87	60.91856667	1	0.747819533	0.77303758	0.855717102
RiceM10-1-2	KMCP	Rice	Multiple	90%	10G	35999172	3999908	19999540	26915778	0	9083394	3999908	2.59	1.821133333	3.88	60.91623333	1	0.747677697	0.772909927	0.855624236
RiceM10-1-3	KMCP	Rice	Multiple	90%	10G	35999172	3999908	19999540	26917266	2	9081906	3999906	2.59	1.821133333	3.89	60.87355	0.999999926	0.747719031	0.772947078	0.855651273
RiceM10-1-4	KMCP	Rice	Multiple	90%	10G	35999172	3999908	19999540	26918848	0	9080324	3999908	2.59	1.821133333	3.9	60.64443333	1	0.747762976	0.772986679	0.855680074
RiceM10-1-5	KMCP	Rice	Multiple	90%	10G	35999172	3999908	19999540	26921576	0	9077596	3999908	2.59	1.821133333	3.94	60.0641	1	0.747838756	0.77305488	0.855729687
RiceS30-3-1	KMCP	Rice	Single	10%	30G	9599780	86398020	95997800	7179122	0	2420658	86398020	2.59	1.821133333	4.27	116.5908667	1	0.747842346	0.974784235	0.855732038
RiceS30-3-2	KMCP	Rice	Single	10%	30G	9599780	86398020	95997800	7180072	0	2419708	86398020	2.59	1.821133333	4.29	117.1580667	1	0.747941307	0.974794131	0.855796821
RiceS30-3-3	KMCP	Rice	Single	10%	30G	9599780	86398020	95997800	7178058	0	2421722	86398020	2.59	1.821133333	3.89	150.1013833	1	0.747731511	0.974773151	0.855659472
RiceS30-3-4	KMCP	Rice	Single	10%	30G	9599780	86398020	95997800	7178242	0	2421538	86398020	2.59	1.821133333	3.87	151.5240667	1	0.747750678	0.974775068	0.855672021
RiceS30-3-5	KMCP	Rice	Single	10%	30G	9599780	86398020	95997800	7175620	0	2424160	86398020	2.59	1.821133333	3.9	147.2232667	1	0.747477546	0.974747755	0.855493163
RiceS60-3-1	KMCP	Rice	Single	10%	60G	19199560	172796040	191995600	14358284	0	4841276	172796040	2.59	1.821133333	4.03	271.5744	1	0.74784443	0.974784443	0.855733402
RiceS60-3-2	KMCP	Rice	Single	10%	60G	19199560	172796040	191995600	14354806	0	4844754	172796040	2.59	1.821133333	4.14	245.24635	1	0.74766328	0.974766328	0.855614795
RiceS60-3-3	KMCP	Rice	Single	10%	60G	19199560	172796040	191995600	14354784	0	4844776	172796040	2.59	1.821133333	4.24	233.3197833	1	0.747662134	0.974766213	0.855614045
RiceS60-3-4	KMCP	Rice	Single	10%	60G	19199560	172796040	191995600	14358466	0	4841094	172796040	2.59	1.821133333	4.33	220.08745	1	0.747853909	0.974785391	0.855739608
RiceS60-3-5	KMCP	Rice	Single	10%	60G	19199560	172796040	191995600	14354942	0	4844618	172796040	2.59	1.821133333	4.38	205.7990667	1	0.747670363	0.974767036	0.855619434
RiceS10-3-1	KMCP	Rice	Single	10%	10G	3999908	35999172	39999080	2992372	0	1007536	35999172	2.59	1.821133333	4.23	48.873	1	0.748110207	0.974811021	0.855907372
RiceS10-3-2	KMCP	Rice	Single	10%	10G	3999908	35999172	39999080	2992420	0	1007488	35999172	2.59	1.821133333	4.15	51.77236667	1	0.748122207	0.974812221	0.855915226
RiceS10-3-3	KMCP	Rice	Single	10%	10G	3999908	35999172	39999080	2992538	0	1007370	35999172	2.59	1.821133333	4.2	49.78176667	1	0.748151707	0.974815171	0.855934533
RiceS10-3-4	KMCP	Rice	Single	10%	10G	3999908	35999172	39999080	2991684	0	1008224	35999172	2.59	1.821133333	4.24	48.50615	1	0.747938203	0.97479382	0.855794789
RiceS10-3-5	KMCP	Rice	Single	10%	10G	3999908	35999172	39999080	2990532	0	1009376	35999172	2.59	1.821133333	4.13	48.45216667	1	0.747650196	0.97476502	0.855606228
RiceS30-2-1	KMCP	Rice	Single	50%	30G	47998900	47998900	95997800	35892154	0	12106746	47998900	2.59	1.821133333	4.3	118.3922333	1	0.747770345	0.873885172	0.855684898
RiceS30-2-2	KMCP	Rice	Single	50%	30G	47998900	47998900	95997800	35888012	0	12110888	47998900	2.59	1.821133333	4.23	124.5711167	1	0.747684051	0.873842026	0.855628396
RiceS30-2-3	KMCP	Rice	Single	50%	30G	47998900	47998900	95997800	35888872	0	12110028	47998900	2.59	1.821133333	4.21	125.2608667	1	0.747701968	0.873850984	0.855640128
RiceS30-2-4	KMCP	Rice	Single	50%	30G	47998900	47998900	95997800	35893038	0	12105862	47998900	2.59	1.821133333	3.97	145.8540333	1	0.747788762	0.873894381	0.855696956
RiceS30-2-5	KMCP	Rice	Single	50%	30G	47998900	47998900	95997800	35897700	0	12101200	47998900	2.59	1.821133333	3.92	150.7816	1	0.747885889	0.873942945	0.855760543
RiceS60-2-1	KMCP	Rice	Single	50%	60G	95997800	95997800	191995600	71779010	0	24218790	95997800	2.59	1.821133333	4.35	234.16085	1	0.747715156	0.873857578	0.855648763
RiceS60-2-2	KMCP	Rice	Single	50%	60G	95997800	95997800	191995600	71772430	0	24225370	95997800	2.59	1.821133333	4.14	260.6420333	1	0.747646613	0.873823306	0.855603882
RiceS60-2-3	KMCP	Rice	Single	50%	60G	95997800	95997800	191995600	71773966	0	24223834	95997800	2.59	1.821133333	4.36	298.7545	1	0.747662613	0.873831307	0.855614359
RiceS60-2-4	KMCP	Rice	Single	50%	60G	95997800	95997800	191995600	71776804	0	24220996	95997800	2.59	1.821133333	4.42	220.5977167	1	0.747692176	0.873846088	0.855633717
RiceS60-2-5	KMCP	Rice	Single	50%	60G	95997800	95997800	191995600	71788314	0	24209486	95997800	2.59	1.821133333	4.43	219.9753	1	0.747812075	0.873906037	0.855712219
RiceS10-2-1	KMCP	Rice	Single	50%	10G	19999544	19999544	39999088	14956050	0	5043494	19999544	2.59	1.821133333	4.28	49.82653333	1	0.74781955	0.873909775	0.855717114
RiceS10-2-2	KMCP	Rice	Single	50%	10G	19999544	19999544	39999088	14953372	0	5046172	19999544	2.59	1.821133333	4.27	49.29508333	1	0.747685647	0.873842824	0.855629442
RiceS10-2-3	KMCP	Rice	Single	50%	10G	19999544	19999544	39999088	14953112	0	5046432	19999544	2.59	1.821133333	4.19	51.31678333	1	0.747672647	0.873836323	0.855620929
RiceS10-2-4	KMCP	Rice	Single	50%	10G	19999544	19999544	39999088	14956298	0	5043246	19999544	2.59	1.821133333	4.1	54.9895	1	0.747831951	0.873915975	0.855725232
RiceS10-2-5	KMCP	Rice	Single	50%	10G	19999544	19999544	39999088	14952994	0	5046550	19999544	2.59	1.821133333	4.13	54.12086667	1	0.747666747	0.873833373	0.855617066
RiceS30-1-1	KMCP	Rice	Single	90%	30G	86398020	9599780	95997800	64602080	0	21795940	9599780	2.59	1.821133333	4.3	120.54375	1	0.747726395	0.772953755	0.855656122
RiceS30-1-2	KMCP	Rice	Single	90%	30G	86398020	9599780	95997800	64592938	0	21805082	9599780	2.59	1.821133333	4.26	123.6377167	1	0.747620582	0.772858524	0.855586836
RiceS30-1-3	KMCP	Rice	Single	90%	30G	86398020	9599780	95997800	64596380	0	21801640	9599780	2.59	1.821133333	4.31	119.60225	1	0.747660421	0.772894379	0.855612923
RiceS30-1-4	KMCP	Rice	Single	90%	30G	86398020	9599780	95997800	64598304	0	21799716	9599780	2.59	1.821133333	4.03	141.31795	1	0.74768269	0.772914421	0.855627505
RiceS30-1-5	KMCP	Rice	Single	90%	30G	86398020	9599780	95997800	64610386	0	21787634	9599780	2.59	1.821133333	4.11	132.7989333	1	0.747822531	0.773040278	0.855719065
RiceS60-1-1	KMCP	Rice	Single	90%	60G	172796040	19199974	191996014	129210146	0	43585894	19199560	2.59	1.821133333	4.35	238.6835667	1	0.747761037	0.772984933	0.855678804
RiceS60-1-2	KMCP	Rice	Single	90%	60G	172796040	19199974	191996014	129203596	0	43592444	19199560	2.59	1.821133333	4.21	255.75325	1	0.747723131	0.772950818	0.855653985
RiceS60-1-3	KMCP	Rice	Single	90%	60G	172796040	19199974	191996014	129195864	0	43600176	19199560	2.59	1.821133333	4.26	262.3160333	1	0.747678384	0.772910546	0.855624686
RiceS60-1-4	KMCP	Rice	Single	90%	60G	172796040	19199974	191996014	129198562	0	43597478	19199560	2.59	1.821133333	4.42	224.9265333	1	0.747693998	0.772924598	0.85563491
