SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
RiceM30-3-4	Bowtie2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9597619	568	2161	86397452	0.687802734	9.6839	0.462382813	70.25948333	0.999940822	0.999774891	0.999971572	0.99985785
RiceM30-3-5	Bowtie2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9597586	1251	2194	86396769	0.687802734	9.6839	0.450214844	71.09518333	0.999869672	0.999771453	0.999964114	0.99982056
RiceM60-3-1	Bowtie2	Rice	Multiple	10%	60G	19199560	172796040	191995600	19195384	4027	4176	172792013	0.687802734	9.6839	0.454755859	145.3099167	0.999790254	0.999782495	0.999957275	0.999786374
RiceM60-3-2	Bowtie2	Rice	Multiple	10%	60G	19199560	172796040	191995600	19195305	26359	4255	172769681	0.687802734	9.6839	0.458427734	142.4405333	0.998628683	0.99977838	0.999840548	0.999203201
RiceM60-3-3	Bowtie2	Rice	Multiple	10%	60G	19199560	172796040	191995600	19195329	6957	4231	172789083	0.687802734	9.6839	0.448681641	147.9354833	0.999637699	0.99977963	0.999941728	0.99970866
RiceM60-3-4	Bowtie2	Rice	Multiple	10%	60G	19199560	172796040	191995600	19195302	1206	4258	172794834	0.687802734	9.6839	0.459804688	149.3897667	0.999937176	0.999778224	0.999971541	0.999857694
RiceM60-3-5	Bowtie2	Rice	Multiple	10%	60G	19199560	172796040	191995600	19195335	2557	4225	172793483	0.687802734	9.6839	0.449794922	150.8740167	0.999866808	0.999779943	0.999964676	0.999823374
RiceM10-3-1	Bowtie2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999062	848	846	35998324	0.687802734	9.6839	0.443867188	33.40208333	0.999787995	0.999788495	0.999957649	0.999788245
RiceM10-3-2	Bowtie2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3998943	5615	965	35993557	0.687802734	9.6839	0.439033203	31.86333333	0.998597848	0.999758744	0.999835496	0.999177959
RiceM10-3-3	Bowtie2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3998998	1441	910	35997731	0.687802734	9.6839	0.445761719	30.64135	0.99963979	0.999772495	0.999941224	0.999706138
RiceM10-3-4	Bowtie2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999057	263	851	35998909	0.687802734	9.6839	0.459316406	31.30763333	0.999934239	0.999787245	0.999972149	0.999860737
RiceM10-3-5	Bowtie2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3998984	492	924	35998680	0.687802734	9.6839	0.445126953	32.07216667	0.999876984	0.999768995	0.999964599	0.999822986
RiceM30-2-1	Bowtie2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988460	1128	10440	47997772	0.687802734	9.6839	0.455361328	250.3634333	0.999976495	0.999782495	0.999879497	0.999879486
RiceM30-2-2	Bowtie2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988193	7355	10707	47991545	0.687802734	9.6839	0.459960938	249.8828	0.999846757	0.999776932	0.99981185	0.999811843
RiceM30-2-3	Bowtie2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988483	1920	10417	47996980	0.687802734	9.6839	0.460400391	247.9868667	0.999959992	0.999782974	0.999871487	0.999871475
RiceM30-2-4	Bowtie2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988339	339	10561	47998561	0.687802734	9.6839	0.464130859	251.2808167	0.999992936	0.999779974	0.999886456	0.999886444
RiceM30-2-5	Bowtie2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988330	644	10570	47998256	0.687802734	9.6839	0.451806641	250.9217333	0.99998658	0.999779787	0.999883185	0.999883173
RiceM60-2-1	Bowtie2	Rice	Multiple	50%	60G	95997800	95997800	191995600	95976848	2243	20952	95995557	0.687802734	9.6839	0.463515625	481.0572833	0.99997663	0.999781745	0.99987919	0.999879178
RiceM60-2-2	Bowtie2	Rice	Multiple	50%	60G	95997800	95997800	191995600	95976466	14648	21334	95983152	0.687802734	9.6839	0.461044922	482.0533	0.999847403	0.999777766	0.999812589	0.999812583
RiceM60-2-3	Bowtie2	Rice	Multiple	50%	60G	95997800	95997800	191995600	95976608	3920	21192	95993880	0.687802734	9.6839	0.461376953	496.80605	0.999959158	0.999779245	0.999869205	0.999869194
RiceM60-2-4	Bowtie2	Rice	Multiple	50%	60G	95997800	95997800	191995600	95976771	644	21029	95997156	0.687802734	9.6839	0.460498047	501.8640333	0.99999329	0.999780943	0.999887117	0.999887105
RiceM60-2-5	Bowtie2	Rice	Multiple	50%	60G	95997800	95997800	191995600	95976685	1403	21115	95996397	0.687802734	9.6839	0.460957031	498.3176167	0.999985382	0.999780047	0.999882716	0.999882704
RiceM10-2-1	Bowtie2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19995188	489	4356	19999055	0.687802734	9.6839	0.449814453	111.70525	0.999975545	0.999782195	0.999878872	0.999878861
RiceM10-2-2	Bowtie2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19995151	3118	4393	19996426	0.687802734	9.6839	0.457607422	105.5545833	0.999844087	0.999780345	0.999812221	0.999812215
RiceM10-2-3	Bowtie2	Rice	Multiple	50%	10G	19999544	19885254	39884798	19995136	809	4408	19998735	0.687802734	9.6839	0.459277344	109.84275	0.999959542	0.999779595	0.999869572	0.99986956
RiceM10-2-4	Bowtie2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19995081	138	4463	19999406	0.687802734	9.6839	0.461269531	104.4167667	0.999993098	0.999776845	0.999884972	0.99988496
RiceM10-2-5	Bowtie2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19995133	271	4411	19999273	0.687802734	9.6839	0.451650391	104.3827667	0.999986447	0.999779445	0.999882947	0.999882935
RiceM30-1-1	Bowtie2	Rice	Multiple	90%	30G	86398020	9599780	95997800	86379145	237	18875	9599543	0.687802734	9.6839	0.464013672	451.4259333	0.999997256	0.999781534	0.999800912	0.999889384
RiceM30-1-2	Bowtie2	Rice	Multiple	90%	30G	86398020	9599780	95997800	86378770	1501	19250	9598279	0.687802734	9.6839	0.462558594	433.3998167	0.999982623	0.999777194	0.999783839	0.999879898
RiceM30-1-3	Bowtie2	Rice	Multiple	90%	30G	86398020	9599780	95997800	86378959	407	19061	9599373	0.687802734	9.6839	0.45984375	443.5436333	0.999995288	0.999779382	0.999797204	0.999887323
RiceM30-1-4	Bowtie2	Rice	Multiple	90%	30G	86398020	9599780	95997800	86379104	68	18916	9599712	0.687802734	9.6839	0.459873047	442.9458167	0.999999213	0.99978106	0.999802245	0.999890124
RiceM30-1-5	Bowtie2	Rice	Multiple	90%	30G	86398020	9599780	95997800	86379033	125	18987	9599655	0.687802734	9.6839	0.459794922	443.37475	0.999998553	0.999780238	0.999800912	0.999889384
RiceM60-1-1	Bowtie2	Rice	Multiple	90%	60G	172796040	19199560	191995600	172758346	465	37694	19199095	0.687802734	9.6839	0.465742188	922.0504667	0.999997308	0.999781858	0.999801251	0.999889572
RiceM60-1-2	Bowtie2	Rice	Multiple	90%	60G	172796040	19199560	191995600	172757936	2967	38104	19196593	0.687802734	9.6839	0.46421875	843.8788	0.999982826	0.999779486	0.999786084	0.999881145
RiceM60-1-3	Bowtie2	Rice	Multiple	90%	60G	172796040	19199560	191995600	172758393	786	37647	19198774	0.687802734	9.6839	0.463466797	841.0653333	0.99999545	0.99978213	0.999799824	0.999888779
RiceM60-1-4	Bowtie2	Rice	Multiple	90%	60G	172796040	19199560	191995600	172758403	133	37637	19199427	0.687802734	9.6839	0.464384766	837.0448	0.99999923	0.999782188	0.999803277	0.999890697
RiceM60-1-5	Bowtie2	Rice	Multiple	90%	60G	172796040	19199560	191995600	172758277	261	37763	19199299	0.687802734	9.6839	0.462382813	834.9030167	0.999998489	0.999781459	0.999801954	0.999889962
RiceM10-1-1	Bowtie2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35991355	95	7817	3999813	0.687802734	9.6839	0.450175781	187.3283167	0.99999736	0.999782856	0.999802195	0.999890097
RiceM10-1-2	Bowtie2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35991189	589	7983	3999319	0.687802734	9.6839	0.456533203	185.1307333	0.999983635	0.999778245	0.999785695	0.999880929
RiceM10-1-3	Bowtie2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35991302	153	7870	3999755	0.687802734	9.6839	0.459716797	178.62925	0.999995749	0.999781384	0.99979942	0.999888555
RiceM10-1-4	Bowtie2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35991218	30	7954	3999878	0.687802734	9.6839	0.462158203	178.6082833	0.999999166	0.99977905	0.999800395	0.999889096
RiceM10-1-5	Bowtie2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35991262	41	7910	3999867	0.687802734	9.6839	0.448193359	183.5368167	0.999998861	0.999780273	0.99980122	0.999889555
RiceS30-3-1	Bowtie2	Rice	Single	10%	30G	9599780	86398020	95997800	9597677	271	2103	86397749	0.687802734	9.6839	0.445400391	74.68401667	0.999971765	0.999780932	0.99997527	0.99987634
RiceS30-3-2	Bowtie2	Rice	Single	10%	30G	9599780	86398020	95997800	9597627	287	2153	86397733	0.687802734	9.6839	0.455292969	78.91043333	0.999970098	0.999775724	0.999974583	0.999872901
RiceS30-3-3	Bowtie2	Rice	Single	10%	30G	9599780	86398020	95997800	9597679	263	2101	86397757	0.687802734	9.6839	0.448300781	74.68706667	0.999972598	0.999781141	0.999975374	0.99987686
RiceS30-3-4	Bowtie2	Rice	Single	10%	30G	9599780	86398020	95997800	9597619	272	2161	86397748	0.687802734	9.6839	0.462197266	74.97568333	0.99997166	0.999774891	0.999974656	0.999873266
RiceS30-3-5	Bowtie2	Rice	Single	10%	30G	9599780	86398020	95997800	9597586	290	2194	86397730	0.687802734	9.6839	0.448710938	75.46876667	0.999969785	0.999771453	0.999974124	0.999870609
RiceS60-3-1	Bowtie2	Rice	Single	10%	60G	19199560	172796040	191995600	19195384	535	4176	172795505	0.687802734	9.6839	0.457197266	158.4823333	0.999972129	0.999782495	0.999975463	0.999877303
RiceS60-3-2	Bowtie2	Rice	Single	10%	60G	19199560	172796040	191995600	19195305	563	4255	172795477	0.687802734	9.6839	0.456826172	175.4874333	0.999970671	0.99977838	0.999974906	0.999874516
RiceS60-3-3	Bowtie2	Rice	Single	10%	60G	19199560	172796040	191995600	19195329	520	4231	172795520	0.687802734	9.6839	0.449365234	194.8128667	0.999972911	0.99977963	0.999975255	0.999876261
RiceS60-3-4	Bowtie2	Rice	Single	10%	60G	19199560	172796040	191995600	19195302	556	4258	172795484	0.687802734	9.6839	0.459560547	203.9173	0.999971035	0.999778224	0.999974927	0.99987462
RiceS60-3-5	Bowtie2	Rice	Single	10%	60G	19199560	172796040	191995600	19195335	571	4225	172795469	0.687802734	9.6839	0.449042969	204.23555	0.999970254	0.999779943	0.99997502	0.999875089
RiceS10-3-1	Bowtie2	Rice	Single	10%	10G	3999908	35999172	39999080	3999062	111	846	35999061	0.687802734	9.6839	0.444628906	31.97183333	0.999972244	0.999788495	0.999976074	0.999880361
RiceS10-3-2	Bowtie2	Rice	Single	10%	10G	3999908	35999172	39999080	3998943	128	965	35999044	0.687802734	9.6839	0.438330078	31.28265	0.999967993	0.999758744	0.999972674	0.999863358
RiceS10-3-3	Bowtie2	Rice	Single	10%	10G	3999908	35999172	39999080	3998998	102	910	35999070	0.687802734	9.6839	0.444892578	30.89825	0.999974494	0.999772495	0.999974699	0.999873484
RiceS10-3-4	Bowtie2	Rice	Single	10%	10G	3999908	35999172	39999080	3999057	117	851	35999055	0.687802734	9.6839	0.459628906	31.1501	0.999970744	0.999787245	0.999975799	0.999878986
RiceS10-3-5	Bowtie2	Rice	Single	10%	10G	3999908	35999172	39999080	3998984	113	924	35999059	0.687802734	9.6839	0.446064453	30.06631667	0.999971744	0.999768995	0.999974074	0.999870359
RiceS30-2-1	Bowtie2	Rice	Single	50%	30G	47998900	47998900	95997800	47988460	153	10440	47998747	0.687802734	9.6839	0.464335938	239.9832	0.999996812	0.999782495	0.999889654	0.999889642
RiceS30-2-2	Bowtie2	Rice	Single	50%	30G	47998900	47998900	95997800	47988193	167	10707	47998733	0.687802734	9.6839	0.465390625	241.5338833	0.99999652	0.999776932	0.999886727	0.999886714
RiceS30-2-3	Bowtie2	Rice	Single	50%	30G	47998900	47998900	95997800	47988483	144	10417	47998756	0.687802734	9.6839	0.462753906	241.0942333	0.999996999	0.999782974	0.999889987	0.999889975
RiceS30-2-4	Bowtie2	Rice	Single	50%	30G	47998900	47998900	95997800	47988339	150	10561	47998750	0.687802734	9.6839	0.462900391	239.6752333	0.999996874	0.999779974	0.999888425	0.999888412
RiceS30-2-5	Bowtie2	Rice	Single	50%	30G	47998900	47998900	95997800	47988330	150	10570	47998750	0.687802734	9.6839	0.450302734	238.8522667	0.999996874	0.999779787	0.999888331	0.999888319
RiceS60-2-1	Bowtie2	Rice	Single	50%	60G	95997800	95997800	191995600	95976848	298	20952	95997502	0.687802734	9.6839	0.4653125	521.1999167	0.999996895	0.999781745	0.99988932	0.999889308
RiceS60-2-2	Bowtie2	Rice	Single	50%	60G	95997800	95997800	191995600	95976466	328	21334	95997472	0.687802734	9.6839	0.460800781	580.919	0.999996583	0.999777766	0.999887174	0.999887162
RiceS60-2-3	Bowtie2	Rice	Single	50%	60G	95997800	95997800	191995600	95976608	289	21192	95997511	0.687802734	9.6839	0.460830078	579.7714167	0.999996989	0.999779245	0.999888117	0.999888105
RiceS60-2-4	Bowtie2	Rice	Single	50%	60G	95997800	95997800	191995600	95976771	306	21029	95997494	0.687802734	9.6839	0.462626953	561.9676667	0.999996812	0.999780943	0.999888878	0.999888866
RiceS60-2-5	Bowtie2	Rice	Single	50%	60G	95997800	95997800	191995600	95976685	321	21115	95997479	0.687802734	9.6839	0.465	495.6751667	0.999996655	0.999780047	0.999888352	0.99988834
RiceS10-2-1	Bowtie2	Rice	Single	50%	10G	19999544	19999544	39999088	19995188	62	4356	19999482	0.687802734	9.6839	0.448671875	114.9371333	0.999996899	0.999782195	0.999889547	0.999889536
RiceS10-2-2	Bowtie2	Rice	Single	50%	10G	19999544	19999544	39999088	19995151	66	4393	19999478	0.687802734	9.6839	0.455722656	109.1746833	0.999996699	0.999780345	0.999888522	0.99988851
RiceS10-2-3	Bowtie2	Rice	Single	50%	10G	19999544	19999544	39999088	19995136	55	4408	19999489	0.687802734	9.6839	0.460322266	110.8859167	0.999997249	0.999779595	0.999888422	0.99988841
RiceS10-2-4	Bowtie2	Rice	Single	50%	10G	19999544	19999544	39999088	19995081	58	4463	19999486	0.687802734	9.6839	0.459980469	119.43855	0.999997099	0.999776845	0.999886972	0.99988696
RiceS10-2-5	Bowtie2	Rice	Single	50%	10G	19999544	19999544	39999088	19995133	55	4411	19999489	0.687802734	9.6839	0.448564453	119.43855	0.999997249	0.999779445	0.999888347	0.999888335
RiceS30-1-1	Bowtie2	Rice	Single	90%	30G	86398020	9599780	95997800	86379145	29	18875	9599751	0.687802734	9.6839	0.460322266	486.6248833	0.999999664	0.999781534	0.999803079	0.999890587
RiceS30-1-2	Bowtie2	Rice	Single	90%	30G	86398020	9599780	95997800	86378770	33	19250	9599747	0.687802734	9.6839	0.460693359	462.0833333	0.999999618	0.999777194	0.999799131	0.999888394
RiceS30-1-3	Bowtie2	Rice	Single	90%	30G	86398020	9599780	95997800	86378959	28	19061	9599752	0.687802734	9.6839	0.459658203	454.4367833	0.999999676	0.999779382	0.999801152	0.999889517
RiceS30-1-4	Bowtie2	Rice	Single	90%	30G	86398020	9599780	95997800	86379104	36	18916	9599744	0.687802734	9.6839	0.459873047	456.3720333	0.999999583	0.99978106	0.999802579	0.99989031
RiceS30-1-5	Bowtie2	Rice	Single	90%	30G	86398020	9599780	95997800	86379033	21	18987	9599759	0.687802734	9.6839	0.460498047	446.492	0.999999757	0.999780238	0.999801995	0.999889985
RiceS60-1-1	Bowtie2	Rice	Single	90%	60G	172796040	19199974	191996014	172758346	59	37694	19199501	0.687802734	9.6839	0.460869141	907.4201667	0.999999658	0.999781858	0.999803365	0.999890747
RiceS60-1-2	Bowtie2	Rice	Single	90%	60G	172796040	19199974	191996014	172757936	61	38104	19199499	0.687802734	9.6839	0.459814453	898.4665	0.999999647	0.999779486	0.999801219	0.999889554
RiceS60-1-3	Bowtie2	Rice	Single	90%	60G	172796040	19199974	191996014	172758393	52	37647	19199508	0.687802734	9.6839	0.46125	884.70075	0.999999699	0.99978213	0.999803647	0.999890903
RiceS60-1-4	Bowtie2	Rice	Single	90%	60G	172796040	19199974	191996014	172758403	57	37637	19199503	0.687802734	9.6839	0.460371094	837.0815333	0.99999967	0.999782188	0.999803673	0.999890917
RiceS60-1-5	Bowtie2	Rice	Single	90%	60G	172796040	19199974	191996014	172758277	53	37763	19199507	0.687802734	9.6839	0.460048828	834.4460167	0.999999693	0.999781459	0.999803037	0.999890564
RiceS10-1-1	Bowtie2	Rice	Single	90%	10G	35999172	3999908	39999080	35991355	10	7817	3999898	0.687802734	9.6839	0.451777344	188.4204667	0.999999722	0.999782856	0.99980432	0.999891277
RiceS10-1-2	Bowtie2	Rice	Single	90%	10G	35999172	3999908	39999080	35991189	16	7983	3999892	0.687802734	9.6839	0.456279297	192.7020833	0.999999555	0.999778245	0.99980002	0.999888888
RiceS10-1-3	Bowtie2	Rice	Single	90%	10G	35999172	3999908	39999080	35991302	15	7870	3999893	0.687802734	9.6839	0.460498047	181.6161167	0.999999583	0.999781384	0.99980287	0.999890472
RiceS10-1-4	Bowtie2	Rice	Single	90%	10G	35999172	3999908	39999080	35991218	16	7954	3999892	0.687802734	9.6839	0.458945313	190.76045	0.999999555	0.99977905	0.999800745	0.999889291
RiceS10-1-5	Bowtie2	Rice	Single	90%	10G	35999172	3999908	39999080	35991262	13	7910	3999895	0.687802734	9.6839	0.448203125	190.7496833	0.999999639	0.999780273	0.99980192	0.999889944
RiceM30-3-1	BWA	Rice	Multiple	10%	30G	9599780	86398020	95997800	9599780	1132648	0	85265372	0.519287109	5.8946	1.37	299.22965	0.894464887	1	0.988201313	0.944292917
RiceM30-3-2	BWA	Rice	Multiple	10%	30G	9599780	86398020	95997800	9599780	1292799	0	85105221	0.519287109	5.8946	1.37	307.2310667	0.881313783	1	0.986533035	0.93691312
RiceM30-3-3	BWA	Rice	Multiple	10%	30G	9599780	86398020	95997800	9599780	480245	0	85917775	0.519287109	5.8946	1.34	266.9037667	0.952356765	1	0.994997333	0.975597065
RiceM30-3-4	BWA	Rice	Multiple	10%	30G	9599780	86398020	95997800	9599780	714732	0	85683288	0.519287109	5.8946	1.34	273.3081333	0.930706174	1	0.992554704	0.964109595
RiceM30-3-5	BWA	Rice	Multiple	10%	30G	9599780	86398020	95997800	9599780	1034494	0	85363526	0.519287109	5.8946	1.36	293.2645333	0.902720769	1	0.989223774	0.948873617
RiceM60-3-1	BWA	Rice	Multiple	10%	60G	19199560	172796040	191995600	19199560	2264164	0	170531876	0.519287109	5.8946	1.35	601.7004333	0.894512061	1	0.988207209	0.944319205
RiceM60-3-2	BWA	Rice	Multiple	10%	60G	19199560	172796040	191995600	19199560	2581306	0	170214734	0.519287109	5.8946	1.38	638.2309167	0.881487449	1	0.98655539	0.937011245
RiceM60-3-3	BWA	Rice	Multiple	10%	60G	19199560	172796040	191995600	19199560	928747	0	171867293	0.519287109	5.8946	1.34	602.1295833	0.953858663	1	0.995162665	0.976384506
RiceM60-3-4	BWA	Rice	Multiple	10%	60G	19199560	172796040	191995600	19199560	1405380	0	171390660	0.519287109	5.8946	1.34	597.5857333	0.931794026	1	0.992680145	0.964692937
RiceM60-3-5	BWA	Rice	Multiple	10%	60G	19199560	172796040	191995600	19199560	2078952	0	170717088	0.519287109	5.8946	1.34	650.2146833	0.902298055	1	0.989171877	0.948640044
RiceM10-3-1	BWA	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	457607	0	35541565	0.519287109	5.8946	1.35	128.15935	0.897340334	1	0.988559562	0.945892856
RiceM10-3-2	BWA	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	539161	0	35460011	0.519287109	5.8946	1.34	134.2503667	0.881217712	1	0.986520665	0.93685883
RiceM10-3-3	BWA	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	201931	0	35797241	0.519287109	5.8946	1.4	121.7813833	0.951942233	1	0.994951609	0.975379514
RiceM10-3-4	BWA	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	287180	0	35711992	0.519287109	5.8946	1.42	110.5470333	0.933012805	1	0.992820335	0.965345705
RiceM10-3-5	BWA	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	417909	0	35581263	0.519287109	5.8946	1.35	129.0065	0.905403732	1	0.989552035	0.950353688
RiceM30-2-1	BWA	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998899	606975	1	47391925	0.519287109	5.8946	1.39	440.02565	0.987512312	0.999999979	0.993677188	0.993716915
RiceM30-2-2	BWA	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	716337	0	47282563	0.519287109	5.8946	1.39	441.8617167	0.985295422	1	0.992537985	0.992593254
RiceM30-2-3	BWA	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	267570	0	47731330	0.519287109	5.8946	1.39	427.1023167	0.9944564	1	0.997212749	0.997220496
RiceM30-2-4	BWA	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	100734	0	47898166	0.519287109	5.8946	1.39	419.70465	0.997905722	1	0.998950663	0.998951763
RiceM30-2-5	BWA	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	404296	0	47594604	0.519287109	5.8946	1.39	427.3997167	0.991647328	1	0.995788487	0.995806149
RiceM60-2-1	BWA	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997799	1259131	1	94738669	0.519287109	5.8946	1.41	828.2642333	0.98705356	0.99999999	0.993441871	0.993484599
RiceM60-2-2	BWA	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	1436719	0	94561081	0.519287109	5.8946	1.41	837.9752833	0.985254517	1	0.992516917	0.992572498
RiceM60-2-3	BWA	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	534047	0	95463753	0.519287109	5.8946	1.42	797.5041833	0.99446766	1	0.997218441	0.997226157
RiceM60-2-4	BWA	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	791546	0	95206254	0.519287109	5.8946	1.42	796.1224167	0.991821972	1	0.99587727	0.995894197
RiceM60-2-5	BWA	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	1153324	0	94844476	0.519287109	5.8946	1.41	818.8946167	0.988128557	1	0.993992967	0.994028835
RiceM10-2-1	BWA	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	267564	0	19731980	0.519287109	5.8946	1.41	221.9793333	0.986798116	1	0.993310747	0.993355196
RiceM10-2-2	BWA	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	298856	0	19700688	0.519287109	5.8946	1.41	249.3843333	0.985276869	1	0.99252843	0.99258384
RiceM10-2-3	BWA	Rice	Multiple	50%	10G	19999544	19885254	39884798	19999544	109394	0	19890150	0.519287109	5.8946	1.4	256.72045	0.994559932	1	0.997265088	0.997272547
RiceM10-2-4	BWA	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	154647	0	19844897	0.519287109	5.8946	1.41	229.0841167	0.992326807	1	0.996133737	0.996148627
RiceM10-2-5	BWA	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	233157	0	19766387	0.519287109	5.8946	1.42	227.0979	0.98847623	1	0.994170942	0.994204723
RiceM30-1-1	BWA	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398019	120635	1	9479145	0.519287109	5.8946	1.4	591.46345	0.998605676	0.999999988	0.998743346	0.999302346
RiceM30-1-2	BWA	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	138679	0	9461101	0.519287109	5.8946	1.41	572.3188667	0.998397454	1	0.998555394	0.999198085
RiceM30-1-3	BWA	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	42328	0	9557452	0.519287109	5.8946	1.4	603.64925	0.999510321	1	0.999559073	0.999755101
RiceM30-1-4	BWA	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	70879	0	9528901	0.519287109	5.8946	1.4	604.5531667	0.999180295	1	0.99926166	0.999589979
RiceM30-1-5	BWA	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	113516	0	9486264	0.519287109	5.8946	1.4	587.1028333	0.998687851	1	0.998817515	0.999343495
RiceM60-1-1	BWA	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796039	253427	1	18946133	0.519287109	5.8946	1.42	1051.904667	0.998535523	0.999999994	0.998680032	0.999267222
RiceM60-1-2	BWA	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	283823	0	18915737	0.519287109	5.8946	1.41	1065.116083	0.998360162	1	0.998521721	0.999179408
RiceM60-1-3	BWA	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	104577	0	19094983	0.519287109	5.8946	1.42	1063.912783	0.999395161	1	0.999455316	0.999697489
RiceM60-1-4	BWA	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	141494	0	19058066	0.519287109	5.8946	1.42	1053.876317	0.99918182	1	0.999263035	0.999590743
RiceM60-1-5	BWA	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	219805	0	18979755	0.519287109	5.8946	1.42	1067.22475	0.998729567	1	0.998855156	0.99936438
RiceM10-1-1	BWA	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	46243	0	3953665	0.519287109	5.8946	1.41	221.9793333	0.998717091	1	0.998843898	0.999358134
RiceM10-1-2	BWA	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	57157	0	3942751	0.519287109	5.8946	1.41	249.3843333	0.998414786	1	0.998571042	0.999206764
RiceM10-1-3	BWA	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	19881	0	3980027	0.519287109	5.8946	1.4	256.72045	0.999448042	1	0.999502964	0.999723945
RiceM10-1-4	BWA	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	34537	0	3965371	0.519287109	5.8946	1.41	229.0841167	0.999041536	1	0.999136555	0.999520538
RiceM10-1-5	BWA	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	48851	0	3951057	0.519287109	5.8946	1.42	227.0979	0.998644836	1	0.998778697	0.999321958
RiceS30-3-1	BWA	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	352137	0	86045883	0.519287109	5.8946	1.34	313.7635333	0.964616164	1	0.996331822	0.981989441
RiceS30-3-2	BWA	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	327414	0	86070606	0.519287109	5.8946	1.34	311.1944333	0.967018475	1	0.996589359	0.983232732
RiceS30-3-3	BWA	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	369249	0	86028771	0.519287109	5.8946	1.34	310.5328333	0.962960385	1	0.996153568	0.981130737
RiceS30-3-4	BWA	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	363010	0	86035010	0.519287109	5.8946	1.34	306.5570833	0.963563419	1	0.996218559	0.981443645
RiceS30-3-5	BWA	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	361166	0	86036854	0.519287109	5.8946	1.34	300.4533667	0.963741797	1	0.996237768	0.981536166
RiceS60-3-1	BWA	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	699870	0	172096170	0.519287109	5.8946	1.34	718.6887833	0.964829646	1	0.99635476	0.982100049
RiceS60-3-2	BWA	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	684957	0	172111083	0.519287109	5.8946	1.34	949.6216333	0.965553249	1	0.996432434	0.982474781
